"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_total","prop_total","sub_GCTA_total","sub_prop_total","x_dist","p","pro","data_gen_model","est_model","sub_GCTA_total_var","sub_prop_total_var"
31.9326222318667,64.0213070903786,-32.629985860771,63.3239434614744,148.894413909218,59.3482780477499,164.5190464891,62.698486758584,"chi",33,0.75,"main+inter","total",12.8659026916953,7.51282738002938
88.5417905921731,38.258037440192,48.8254849792773,175.625313011642,170.785413411612,175.531133711946,182.155178858793,163.633179986157,"chi",33,0.75,"main+inter","total",6.42929883608889,12.7212037097375
31.1321911593151,20.979491763778,16.4542121513396,68.5658950744327,141.134336731706,64.885192647271,149.900967204992,62.6866945614194,"chi",33,0.75,"main+inter","total",7.5005686230805,6.85291480816048
72.015159244817,41.1810626787914,25.6893594468674,138.885581370476,177.309040586518,135.350222725944,191.276730248578,123.650601834425,"chi",33,0.75,"main+inter","total",7.33285771781954,19.8487525832237
27.0556466520356,24.194681860955,-0.711732591507302,50.5385959214832,127.931854467847,49.5011201368161,130.245772875613,48.4168966977688,"chi",33,0.75,"main+inter","total",8.02093896764025,3.61195135781175
31.1905577153656,56.5255612286035,25.0613287970035,112.777447740973,179.754950189757,114.984708485764,179.714354766107,108.105702431426,"chi",33,0.75,"main+inter","total",9.78376235831209,13.7569998058054
29.1628198811381,22.4477785667484,-20.7648384464312,30.8457600014553,112.85167249858,31.6111506039773,114.187239962782,31.4219152427864,"chi",33,0.75,"main+inter","total",8.25617826241296,2.02925930729306
32.1564784788477,49.5386430668322,17.8233718218213,99.5184933675012,106.670813258042,99.8324578331983,109.199556288368,96.0609820139272,"chi",33,0.75,"main+inter","total",6.71422080777668,7.99086257218288
63.7926788527858,27.4312070750869,30.8426299534433,122.066515881316,173.292018132562,120.950235998414,183.682141146256,112.596229876024,"chi",33,0.75,"main+inter","total",6.92095259038248,8.2721632564454
20.9745068025865,38.5901189022167,12.1129589315274,71.6775846363306,130.52973650058,67.0856311806959,130.817427011449,62.9967618255774,"chi",33,0.75,"main+inter","total",7.59878432311594,8.51549514739147
33.6195727237829,57.1714820071448,-10.2135200651901,80.5775346657376,144.24960033696,73.8311767299674,157.65314902194,73.8036274188702,"chi",33,0.75,"main+inter","total",8.65919797120986,6.84385311225236
48.4427863100491,35.3976077625553,9.21827530674311,93.0586693793475,156.528698749596,96.2423050782,160.547871591294,88.7085404241178,"chi",33,0.75,"main+inter","total",7.95318773132648,9.15450686903094
43.270863876648,36.8025177702543,4.91894330327192,84.9923249501742,167.276141266098,83.6939968752361,176.879778598059,80.947192587061,"chi",33,0.75,"main+inter","total",8.68637646029919,7.04387696166227
25.0414247121851,25.7427539099987,0.572492994304825,51.3566716164887,127.489097366793,50.1668930932848,125.529905982866,49.4846330767139,"chi",33,0.75,"main+inter","total",7.89506284036038,4.49237556527437
51.8294250776005,68.2261226639749,-35.1577646172572,84.8977831243183,116.870159322643,79.052596925428,132.099888245893,84.3571154029872,"chi",33,0.75,"main+inter","total",8.38574772114782,10.4140748727419
50.9806584766724,36.0499609904596,-30.0106953541023,57.0199241130297,113.691803403005,51.982680538221,118.461068018942,50.8544937140864,"chi",33,0.75,"main+inter","total",5.99472792928217,4.24426844695512
16.0079614120042,15.1369926123805,-1.30124749601359,29.8437065283711,74.0654787046447,30.0619733818589,69.2279683273169,29.5268364781966,"chi",33,0.75,"main+inter","total",5.64912336949008,2.43271856219771
31.7513599110354,65.9344698845056,40.8868672085718,138.572697004113,124.629148107645,137.492567345091,129.229254467368,129.952519561664,"chi",33,0.75,"main+inter","total",7.85509785883099,16.9602800612422
43.7421790246548,70.7186587800317,-21.254597475599,93.2062403290874,104.518588474274,85.1521927401527,114.427854255936,85.0380917020665,"chi",33,0.75,"main+inter","total",5.74870075008629,9.92848366091216
26.8840849625998,14.0290585639296,-10.2465561489395,30.6665873775899,101.849607280037,27.4473228400535,98.9858206891418,27.5522258039609,"chi",33,0.75,"main+inter","total",7.36259206812298,2.5808172537609
49.5383582700016,30.5834620569095,-23.3286779406144,56.7931423862967,173.473537147026,49.9990480674465,194.402369150942,52.3934514738439,"chi",33,0.75,"main+inter","total",13.347435455428,3.39133069436551
40.2567238486666,48.1223345893837,45.8862401642861,134.265298602336,117.987806625413,121.080404250304,134.388455086029,126.321839770077,"chi",33,0.75,"main+inter","total",9.66338563603064,10.7550251345732
25.9886986085344,20.6680640462501,-5.15691701134446,41.4998456434401,106.668869188045,37.8002995519262,109.190907635109,38.0371362948074,"chi",33,0.75,"main+inter","total",7.76696416903849,2.64415931633323
63.2424656739738,30.2261206287984,-16.5651483064664,76.9034379963057,146.854385648535,71.7741267358428,153.199996503419,70.5953537579239,"chi",33,0.75,"main+inter","total",6.63145626635585,4.0366702719941
34.5141697661865,61.2390643529832,-19.7039376296301,76.0492964895396,108.060101766986,69.8905327935941,115.103988430583,70.721160349044,"chi",33,0.75,"main+inter","total",7.36091091646805,10.5213355957293
34.4508013851117,101.641618438425,-41.5026162026673,94.5898036208693,138.739419911833,80.1258585143181,166.194622238434,87.8519662775349,"chi",33,0.75,"main+inter","total",16.6601470343601,13.3699538214961
42.2360918416747,18.9621985704051,-1.71645079345272,59.4818396186271,132.602083969439,58.1778264048837,141.636959055983,57.1123355276016,"chi",33,0.75,"main+inter","total",5.28336859707802,2.92473858262801
55.5894282381666,44.1081046642323,26.4627099699396,126.160242872338,187.64672681827,127.144332660237,194.294203545897,119.153827330781,"chi",33,0.75,"main+inter","total",8.09543140976445,10.545877263654
39.7197598411281,22.3851408256358,15.4661256352418,77.5710263020056,101.856990519736,75.9263690846824,104.711059185378,75.8076907717829,"chi",33,0.75,"main+inter","total",6.99359783827106,6.28966231309203
37.8573085121678,15.8214174179787,-11.7729537155754,41.9057722145711,126.816930800406,41.4255845469924,131.627687141182,40.7102280269196,"chi",33,0.75,"main+inter","total",6.74946747542234,3.08733179698573
95.0712585839366,22.0907033428936,1.49129430582028,118.65325623265,162.027116455754,119.126392099723,169.816069087246,112.295009214474,"chi",33,0.75,"main+inter","total",8.15222014605044,8.68684197304455
32.4661683434938,42.0019865343108,35.5063630128091,109.974517890614,124.436094687497,107.286264784781,132.814076715557,102.449295736302,"chi",33,0.75,"main+inter","total",8.02636696225099,10.4167004006009
27.920960760414,146.050020366682,31.0796189006889,205.050600027785,150.096172422704,201.460445260515,163.820861293833,181.059157053819,"chi",33,0.75,"main+inter","total",10.0231562159949,40.2519922581004
40.1337747194231,140.035869195635,77.2233715825323,257.39301549759,132.24198530894,254.328118437406,152.21515685836,239.959827516386,"chi",33,0.75,"main+inter","total",9.56440107432183,68.1472560031462
29.0986962458632,25.139884532328,-5.08424050646757,49.1543402717236,144.66344867747,51.4946348265542,145.854608283447,50.5759590166921,"chi",33,0.75,"main+inter","total",7.9363800838578,3.80417916667015
60.1327290007525,15.7436080308735,3.51405912059126,79.3903961522173,143.31811727151,79.1631353938503,150.908069240259,75.8777559139055,"chi",33,0.75,"main+inter","total",6.30522180378297,5.19502244524114
35.6001060385605,20.9525346450185,-12.0478913417818,44.5047493417971,154.795884349983,45.7156538325553,163.943755792169,45.9514901112276,"chi",33,0.75,"main+inter","total",7.91979254108627,2.39341889220142
35.8907055252382,19.6494635295375,-22.8896958443057,32.65047321047,89.6026806693506,31.1329577645997,85.2013898864378,30.8137445754564,"chi",33,0.75,"main+inter","total",6.71608398063153,2.22558139786116
35.8876399579519,25.5303359707147,9.02087490384758,70.4388508325141,163.755991392621,68.7788808362767,173.33953591008,67.2981915427262,"chi",33,0.75,"main+inter","total",7.84739448102959,5.13958884437203
20.1661880869884,26.4816646618939,-5.13290964178701,41.5149431070953,175.119164352701,39.4783989234485,173.416959483467,39.8115338702531,"chi",33,0.75,"main+inter","total",12.6311044501421,2.93361714144173
73.6109918159136,86.753706444484,-35.4343131104145,124.930385149983,135.589125062439,121.606683737168,158.151139862738,126.310023269284,"chi",33,0.75,"main+inter","total",9.46854230441204,12.7890435561631
47.2687414297038,19.0021989544111,-16.8432075579147,49.4277328262002,147.664723825112,44.9852920862468,154.778720406943,44.3722385541793,"chi",33,0.75,"main+inter","total",7.0999372017963,3.02016227549482
24.5027346753457,106.057317033333,32.1187847563491,162.678836465028,129.499938003214,158.276884390136,129.779146591183,145.104617041439,"chi",33,0.75,"main+inter","total",6.64128337593028,23.9657009456989
28.7631414025493,37.258813151792,23.7683372170673,89.7902917714086,140.046419698118,84.4730064850154,154.366394009987,87.9541545918664,"chi",33,0.75,"main+inter","total",11.0140531942317,9.75004945195104
44.3968819960118,15.5395015872644,-1.37626482554965,58.5601187577266,159.398784945974,54.7248015649245,163.761241094046,53.3056227150266,"chi",33,0.75,"main+inter","total",7.25919547295662,3.54958611037787
26.6016558275999,34.0676809962736,-12.6205094957472,48.0488273281263,100.996687202969,42.5754164618602,106.601888460794,45.6924005258656,"chi",33,0.75,"main+inter","total",8.9782005675321,4.83175737885577
30.9509037178422,51.4599218414465,-11.6083163194862,70.8025092398025,113.274202453404,69.5455618365453,123.251604284996,72.4546992899512,"chi",33,0.75,"main+inter","total",7.54268273305194,9.79592162618744
25.5536964072032,59.0939404646082,19.2594617378781,103.907098609689,100.364639182414,98.8765273681979,109.503058331681,99.64930878927,"chi",33,0.75,"main+inter","total",7.72091925904837,13.1558115363414
28.6488755643524,125.88617432989,-53.7304285579705,100.804621336272,113.304831826122,103.223434329993,115.408052599814,98.4475477172324,"chi",33,0.75,"main+inter","total",7.10487959767435,33.7864414292361
37.902356655406,54.0381982885353,-37.1686593264117,54.7718956175296,139.996195317349,52.3121241013946,149.881882028644,52.6288628217498,"chi",33,0.75,"main+inter","total",8.34576141203414,6.70752022443694
36.3247090756904,26.8367954409879,1.86534585835871,65.026850375037,134.287562719029,66.7174261263265,136.300440401926,64.8958097680871,"chi",33,0.75,"main+inter","total",6.73932721625348,4.51438510358258
29.4372255683144,28.072126538295,13.5025059824804,71.0118580890898,109.174927243913,70.1421685200434,111.909915915427,70.4909441228132,"chi",33,0.75,"main+inter","total",7.04784508535059,4.99384939494652
21.3287233064493,23.1124808716342,5.71061110844208,50.1518152865255,106.099384978055,48.9531815561208,107.131252715418,48.1418127408397,"chi",33,0.75,"main+inter","total",7.1549197840419,7.20688116775774
43.7951698333036,36.6075683958753,5.59508709211859,85.9978253212975,165.500818379397,86.6197197844049,175.760252343272,84.1140500001072,"chi",33,0.75,"main+inter","total",9.07541273614725,7.14138755646844
45.6399897597625,26.4437808103222,3.92375205441962,76.0075226245043,155.608850935478,75.6738692443111,162.221786555693,73.3916083683688,"chi",33,0.75,"main+inter","total",9.00530176487232,7.29110923976965
25.6885582328065,47.5534804218957,36.3045947651543,109.546633419856,129.736243232859,110.054875444598,138.085570840133,105.598041429737,"chi",33,0.75,"main+inter","total",7.43850284330572,13.7154659406666
52.9889271782999,37.1207532178569,53.1997102326073,143.309390628764,167.073501755138,146.164681269517,185.27591276468,141.177008997818,"chi",33,0.75,"main+inter","total",9.70588627276707,15.9563947376257
30.2942514077681,22.4134657532675,10.7812220218217,63.4889391828574,130.037363477805,61.1709325758689,128.1129363102,60.0230108106468,"chi",33,0.75,"main+inter","total",8.54229631729901,5.22731193679602
48.7867441698898,25.7972625081036,27.6204282777765,102.20443495577,123.809717267727,101.110889806072,126.954678206025,95.2280372510983,"chi",33,0.75,"main+inter","total",5.71962881470198,6.84584625412361
44.6787435300131,19.4850988817152,18.538664971818,82.7025073835463,142.157727768144,82.5768198620293,146.964560599508,78.6624530327899,"chi",33,0.75,"main+inter","total",6.90188090696655,6.97941273750621
66.8939174629024,59.0676460794395,-60.1738033095608,65.7877602327811,128.265393135558,60.6326154927698,140.910967474167,62.0133676346979,"chi",33,0.75,"main+inter","total",10.30861222942,6.19626227764634
35.1903815057715,43.6421649921399,-2.69583175288555,76.1367147450258,137.343730836824,75.2070540356165,149.40606407078,75.4276821394498,"chi",33,0.75,"main+inter","total",6.62999797380431,5.41840047185493
48.3569662995589,23.9261285456785,27.9181069758467,100.201201821084,144.990429631014,100.859202074068,147.863452238997,94.8337828973162,"chi",33,0.75,"main+inter","total",7.1285237717697,10.1871826680703
28.9823020590306,30.7054841740812,-10.1071422350062,49.5806439981056,151.635663686247,51.1277759201421,154.180514969631,50.3649569356999,"chi",33,0.75,"main+inter","total",9.17372098603892,3.77786691019821
43.7239509191933,33.7795125005149,-2.80899376179307,74.6944696579151,136.739182768079,74.1557836040667,141.477245886767,72.0232097079806,"chi",33,0.75,"main+inter","total",6.80487278065392,4.78993220739197
36.7674338745621,35.9730992582853,-4.51960841895763,68.2209247138898,119.671134346469,67.3577424586645,121.886546527023,63.6870331216936,"chi",33,0.75,"main+inter","total",6.10535058173376,7.2671930780915
80.6116296097639,18.7791161501154,3.30428702836827,102.695032788248,129.480053393223,100.745005702737,132.680842835763,98.5724818980219,"chi",33,0.75,"main+inter","total",5.89118869268801,10.8782189058724
29.253567385323,30.9132865189854,5.59403167117652,65.7608855754849,126.973544121017,62.4319861432778,129.567856274273,61.9155577003433,"chi",33,0.75,"main+inter","total",7.43773472923225,3.62425894866153
35.0091780309226,48.245005423315,-32.299325972019,50.9548574822186,87.6224222065709,47.5872348307507,94.7817467504513,48.5563734442014,"chi",33,0.75,"main+inter","total",6.80915328487528,5.38635257146383
85.0594645294763,17.4949282663748,-20.4001581832892,82.154234612562,114.948270905097,81.2661066869964,121.618818233033,78.3836892788586,"chi",33,0.75,"main+inter","total",5.97553242929852,6.80169976990226
33.6346863930858,52.6955731718054,22.1119081926446,108.442167757536,118.278101253521,106.230999788948,122.274136268183,98.5229026036688,"chi",33,0.75,"main+inter","total",6.97288190096481,9.04835882844895
33.4661478017531,21.9712900472516,20.3318496281829,75.7692874771875,105.669225107153,75.3930603315423,107.829844930943,72.0217997100165,"chi",33,0.75,"main+inter","total",5.12222595330656,7.32812162581668
52.4165083265113,131.325221095109,-69.471098756247,114.270630665373,140.610010464863,105.180257965622,164.405795312461,113.860411443066,"chi",33,0.75,"main+inter","total",8.85035754466406,22.2362595816137
36.1102985519369,51.9874082470314,15.7801211181456,103.877827917114,127.840377684134,102.991443062863,129.096258180875,96.1400828671259,"chi",33,0.75,"main+inter","total",7.0638875624795,13.596518577654
27.0806561537971,68.7708274272591,-11.4473981820551,84.4040853990011,103.49744316667,78.3348857495054,105.093326562917,75.0375643713264,"chi",33,0.75,"main+inter","total",6.32293485474952,13.573967335323
20.1825395985495,70.6244997295523,2.99380647302044,93.8008458011222,134.849252499447,89.0342152118724,143.660494798118,87.6125767575838,"chi",33,0.75,"main+inter","total",10.8517676121281,12.2292832743732
88.1509153554531,0,0,88.1509153554531,139.733502167651,89.0760913842259,150.897810402624,86.1243197710513,"chi",33,0.75,"main","total",5.47751314666624,3.46299272935171
32.824496462194,0,0,32.824496462194,67.4615087229975,29.8374437516826,65.7491786521196,29.8737234295627,"chi",33,0.75,"main","total",5.38205836297977,1.96506505775011
43.2918837570283,0,0,43.2918837570283,111.699475805798,42.6631024668672,115.803336202858,42.7986423726115,"chi",33,0.75,"main","total",6.06035175962037,2.39195835878772
22.8628364977919,0,0,22.8628364977919,79.6528071508753,19.5507822382747,74.8827718005436,19.6675574944062,"chi",33,0.75,"main","total",5.36278418601134,1.34439101390688
71.0164501555565,0,0,71.0164501555565,135.758473244778,72.9981837950542,140.366731794684,69.9544223648113,"chi",33,0.75,"main","total",6.48249578502792,3.29325308752165
32.2582987557738,0,0,32.2582987557738,74.2363482380762,32.5884554793098,74.3397211725786,31.8948738777741,"chi",33,0.75,"main","total",5.37761371713552,2.2688776760303
27.7496700567042,0,0,27.7496700567042,83.4694810667959,27.1489667778056,88.2160762810497,27.0386118209299,"chi",33,0.75,"main","total",5.0028266242595,1.78317602456957
58.994417416846,0,0,58.994417416846,104.845690032491,59.9012386027378,107.974856435498,57.4529173184262,"chi",33,0.75,"main","total",5.7247016664418,4.98363797089235
65.5386004444468,0,0,65.5386004444468,144.045584369008,66.7221591200913,152.26830525343,65.3641868715039,"chi",33,0.75,"main","total",6.6863036542293,4.71405850372005
35.8258911589097,0,0,35.8258911589097,114.033574681283,38.6147831942978,118.209223736341,38.4226136713354,"chi",33,0.75,"main","total",5.90111026031959,2.31338806033345
30.6384961515567,0,0,30.6384961515567,68.9289001777175,30.2769140066406,69.6291026496857,30.4066216165182,"chi",33,0.75,"main","total",4.93019291677223,1.79522336195783
35.6281959770068,0,0,35.6281959770068,81.1233935501999,33.7825977851348,85.3654772553938,33.562865195492,"chi",33,0.75,"main","total",5.49409371866935,2.02168556404435
27.998841932965,0,0,27.998841932965,87.1569285567529,27.9661430037535,88.1556433058832,27.6851140269418,"chi",33,0.75,"main","total",5.23873700427179,1.79157559203958
23.6679164427846,0,0,23.6679164427846,85.4188111977823,22.4464108893281,85.2090459624147,22.539073136319,"chi",33,0.75,"main","total",6.25127652207597,1.5638433536619
57.6072394990511,0,0,57.6072394990511,110.193552311943,59.2540397149346,111.565077212616,57.7850872895986,"chi",33,0.75,"main","total",6.75500384813732,4.19522451375236
39.2943709633928,0,0,39.2943709633928,131.308003739996,38.296367864623,138.541429240337,38.1306599562668,"chi",33,0.75,"main","total",6.43967459350725,2.11798959772244
26.8418717783846,0,0,26.8418717783846,57.1746091317498,28.5246517798132,56.3537193170436,28.5128745548873,"chi",33,0.75,"main","total",5.33433512937521,1.95165395811298
31.9326222318667,0,0,31.9326222318667,121.604528301851,32.2439523923957,120.263907346748,32.2279708163795,"chi",33,0.75,"main","total",8.98336922867121,1.7163504759641
88.5417905921731,0,0,88.5417905921731,136.218780146577,88.8972302358059,147.46090786102,85.858423166068,"chi",33,0.75,"main","total",5.24773571109366,3.93265379543957
31.1321911593151,0,0,31.1321911593151,109.783983167281,29.4345744664703,114.385189377554,29.1272314712604,"chi",33,0.75,"main","total",6.18931187177106,1.50305078626114
72.015159244817,0,0,72.015159244817,121.855945962204,71.6634321303789,132.500105373969,68.5814651270053,"chi",33,0.75,"main","total",5.32165111594535,4.19633010104604
27.0556466520356,0,0,27.0556466520356,92.3747784574433,26.3849996978879,92.5991935583996,26.1015098435762,"chi",33,0.75,"main","total",6.37808259217389,1.75358389992626
31.1905577153656,0,0,31.1905577153656,120.013159170744,31.3295406589858,124.684250144832,31.1892399249218,"chi",33,0.75,"main","total",6.41046438126518,1.88637564048184
29.1628198811381,0,0,29.1628198811381,76.8220792871498,29.798606589777,80.0974479809594,29.774282906284,"chi",33,0.75,"main","total",5.61508684403706,1.67459047846163
32.1564784788477,0,0,32.1564784788477,77.094684545282,34.050871954435,76.8966027038575,33.7150395833797,"chi",33,0.75,"main","total",4.95003821843963,2.29338460345894
63.7926788527858,0,0,63.7926788527858,141.634358019248,62.443634442174,151.332323685678,60.0754041974562,"chi",33,0.75,"main","total",5.57664773615353,2.48001884587271
20.9745068025865,0,0,20.9745068025865,85.5590597935943,19.5351198066875,85.2170379689528,19.6545394498781,"chi",33,0.75,"main","total",6.71572658731999,1.59384090580229
33.6195727237829,0,0,33.6195727237829,111.773277919167,33.8329527464074,114.78840222858,33.9796086821396,"chi",33,0.75,"main","total",7.16258373349957,2.2691851442728
48.4427863100491,0,0,48.4427863100491,108.533521042657,49.5310299486556,113.345032274004,47.7920406615005,"chi",33,0.75,"main","total",6.16866381803109,2.94531557358407
43.270863876648,0,0,43.270863876648,117.618547738802,42.3161792357432,123.915322523656,41.7010153869013,"chi",33,0.75,"main","total",6.64299646541884,2.73298501197672
25.0414247121851,0,0,25.0414247121851,72.7158078203302,24.3848822497302,67.9042229732183,24.2243665601362,"chi",33,0.75,"main","total",5.54145015475367,2.59005930233821
51.8294250776005,0,0,51.8294250776005,93.5320185962601,51.7653462292937,99.0306292477082,51.6782536677307,"chi",33,0.75,"main","total",5.01721855158276,3.03218114695573
50.9806584766724,0,0,50.9806584766724,86.2147170911687,47.3697704247548,88.2543157708537,46.1757685200858,"chi",33,0.75,"main","total",4.68962251546755,2.23509321877339
16.0079614120042,0,0,16.0079614120042,49.0643059383748,18.0624316657472,45.9409031265931,18.1326737675132,"chi",33,0.75,"main","total",4.45016998716018,1.29540543503284
31.7513599110354,0,0,31.7513599110354,97.0197024241804,33.0816147039961,96.707853270487,32.819348033206,"chi",33,0.75,"main","total",6.69589531290417,1.84214671857892
43.7421790246548,0,0,43.7421790246548,81.5212818017592,40.1376752461282,84.4158208117521,39.5803771630364,"chi",33,0.75,"main","total",4.27637645927877,2.3752198612896
26.8840849625998,0,0,26.8840849625998,70.4101706274542,23.9009250795157,70.1372295912806,23.8582513291793,"chi",33,0.75,"main","total",4.74510175984573,1.21961737183615
49.5383582700016,0,0,49.5383582700016,138.354666206398,47.9070265118333,146.308073675427,47.2084881805972,"chi",33,0.75,"main","total",7.47752581674697,1.81297917229132
40.2567238486666,0,0,40.2567238486666,98.5654986472781,38.2928246867003,99.8711440506828,37.9521824236736,"chi",33,0.75,"main","total",6.51563175892736,2.17253731375034
25.9886986085344,0,0,25.9886986085344,72.755258338733,23.2081319266983,71.774083978345,23.510268176533,"chi",33,0.75,"main","total",5.97678878296562,1.49251637766663
63.2424656739738,0,0,63.2424656739738,111.150834049082,61.955570274788,117.703961390396,61.0172742097597,"chi",33,0.75,"main","total",5.36179220837811,2.73156054019644
34.5141697661865,0,0,34.5141697661865,90.1844964229512,33.5778286067733,90.3430566199899,33.3829876615762,"chi",33,0.75,"main","total",6.16850271381425,2.08845617952973
34.4508013851117,0,0,34.4508013851117,121.573407664192,35.2906994675233,129.464119390106,34.8978586275009,"chi",33,0.75,"main","total",6.5839929343151,1.89914056138838
42.2360918416747,0,0,42.2360918416747,101.702400631275,41.6406102317028,109.736023926226,41.514780139944,"chi",33,0.75,"main","total",4.58426976098255,1.90222316042335
55.5894282381666,0,0,55.5894282381666,153.934685882506,57.9148230405104,163.072490260178,56.557094919293,"chi",33,0.75,"main","total",6.56982939526024,2.90164094110786
39.7197598411281,0,0,39.7197598411281,86.374604281707,40.4106309094598,86.3995294287182,40.2395327791541,"chi",33,0.75,"main","total",5.10985647363404,2.53652747093218
37.8573085121678,0,0,37.8573085121678,106.176445634077,38.3123151372255,109.328587662462,37.7209516737489,"chi",33,0.75,"main","total",6.04338196881073,2.02166941547855
95.0712585839366,0,0,95.0712585839366,120.907456303711,94.7089790598413,127.475569596758,89.7413295173549,"chi",33,0.75,"main","total",5.85127832860066,5.10187105594147
32.4661683434938,0,0,32.4661683434938,84.6349032794846,31.6814636390105,88.2740543986399,31.3029993065023,"chi",33,0.75,"main","total",6.03110305556779,1.82287416244289
27.920960760414,0,0,27.920960760414,110.903314695879,25.8468128764708,106.651674937526,25.3136238452569,"chi",33,0.75,"main","total",7.40736515059088,1.57391768640662
40.1337747194231,0,0,40.1337747194231,112.056210453553,41.8418782658639,118.658713892589,41.7822280867701,"chi",33,0.75,"main","total",6.44036718058005,3.22009936321232
29.0986962458632,0,0,29.0986962458632,101.099163706834,29.2225650044956,104.674827668142,29.00134415143,"chi",33,0.75,"main","total",5.99873493294234,1.83603330021163
60.1327290007525,0,0,60.1327290007525,104.641191363162,60.3728526344842,110.513488982479,58.7790880540339,"chi",33,0.75,"main","total",5.00165220183131,3.82301236917531
35.6001060385605,0,0,35.6001060385605,124.861366438323,36.2116431188211,128.139635844078,36.0940442964945,"chi",33,0.75,"main","total",6.86973769898605,1.77468890387328
35.8907055252382,0,0,35.8907055252382,62.0369745582045,34.9887940997244,58.2436946230963,34.2859372275122,"chi",33,0.75,"main","total",4.61894844768982,2.10911987208294
35.8876399579519,0,0,35.8876399579519,132.937704810847,35.4137301626385,139.737173100297,35.390183556642,"chi",33,0.75,"main","total",6.7629641028545,1.71996891149808
20.1661880869884,0,0,20.1661880869884,113.556987480139,21.1599866448082,111.775921562606,21.3293870189061,"chi",33,0.75,"main","total",9.29940372218022,1.35406207720739
73.6109918159136,0,0,73.6109918159136,106.126560988724,74.3800076622732,109.516044272886,71.7234339443047,"chi",33,0.75,"main","total",6.21241292184301,3.29588170079884
47.2687414297038,0,0,47.2687414297038,104.805181045587,44.3550527274551,110.212197427563,43.7220694310478,"chi",33,0.75,"main","total",5.45108467348942,2.45167140614715
24.5027346753457,0,0,24.5027346753457,70.3442731400523,22.7322223752498,68.6099708616971,22.8154257666498,"chi",33,0.75,"main","total",5.03125249607304,1.46131570301204
