"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_interaction","prop_main","prop_interaction","sub_GCTA_main","sub_GCTA_interaction","sub_prop_main","sub_prop_interaction","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interaction_m","combine","pro","n_sub","inter_std","i"
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,67.1219474746988,0,64.0963435280003,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,65.336513322435,0,63.2761080377464,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,61.8656999302159,0,60.6021633385657,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,62.7753446713779,0,60.7347309814458,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,61.3706894652107,0,59.115722680129,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,61.7046071713493,0,59.8209907102326,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,60.9645909990985,0,56.7011610443355,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,64.1408338316941,0,62.6670522472559,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,66.5654937296976,0,65.5754388943991,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,64.4516935346352,0,65.2418946676629,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,65.669363406615,0,66.2128116897169,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,68.3730100489772,0,66.4144243984348,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,63.0780719247275,0,59.9676003585415,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,65.4214151840544,0,69.5930487235222,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,61.4675219534212,0,58.7889804309229,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,61.0006019760073,0,61.8494349810441,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,60.631907435951,0,57.5800030120654,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,62.6277010317405,0,63.430152910801,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,62.0398785770034,0,63.6827248990658,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,64.362394988097,0,64.6492777128629,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,65.099455213264,0,62.9018530545682,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,62.3342418140352,0,61.2681746510842,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,64.1716638642525,0,66.5632473051755,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,62.4630533809887,0,63.2763553090555,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,62.6287981045376,0,62.6720094974995,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,62.0856239649991,0,63.1961268617225,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,64.5309416955636,0,63.0205340070109,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
68.0518956545266,0,0,68.0518956545266,64.3171779189207,0,64.0862020001237,0,64.5007646383438,0,66.1781240973826,0,"normal","I",33,1500,0.5,0,0,0,0,FALSE,0.5,500,TRUE,9
