"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","median_main","S1_jack.median_main","S1_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,0.0824745272971185,0.461098547798628,0.0059456930394779,"normal","I",2,150,0.5,0,0,0,FALSE,FALSE,75,"leave-d",1837,0.5,1e+05,339
