"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_inter","GCTA_rr_main","i_1","i_2","S1_jack.GCTA_main","S1_v_jack_1","S1_v_jack_2","S1_v_jack_corr","S2_jack.GCTA_rr_main","S2_v_jack_1","S2_v_jack_2","S2_v_jack_corr","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","pro","bs","n_sub","rho_e","emp_n","i"
NA,0,0,0,2.78999760656789,0,0,2.78999720163491,1,0,4.50017822118244,24.6001811424055,11.7845768393136,-11.3845238928354,4.50016395213495,24.6001962021377,11.7845813839523,-11.3845495366275,"normal","I",100,50,0,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",1275,0.5,1e+05,6
