"","X1","X2","X3","X4","X5","X6","cor","tran"
"1",2.34615602324372,5.4525426918955,0.926574559441073,2.1065984949094,2.42638093971694,4.8141706137288,0.2,"null"
"2",2.34615602324372,5.4525426918955,1.06521873344297,1.36295162542096,2.99141168687168,4.93664594537627,0.2,"null"
"3",2.34615602324372,5.4525426918955,1.15451353708355,1.64263320990195,2.89615424855882,5.56539484835295,0.2,"null"
"4",2.34615602324372,5.4525426918955,0.60748765475493,1.26100063590078,1.81951296826715,5.26384907767213,0.2,"null"
"5",2.34615602324372,5.4525426918955,0.981354209368922,1.73432745270151,2.57020798433453,5.08503209790766,0.2,"null"
"6",2.34615602324372,5.4525426918955,0.839932313933552,1.38407020682747,2.33982136513401,5.98255790148037,0.2,"null"
"7",2.34615602324372,5.4525426918955,0.735256552691885,1.25592418560987,2.1927542945805,5.58449299369273,0.2,"null"
"8",2.34615602324372,5.4525426918955,1.20625977649627,1.3152453385171,2.61263262836066,4.79141940143192,0.2,"null"
"9",2.34615602324372,5.4525426918955,1.17703963388856,1.4976594034085,3.06734130269317,5.47307638246867,0.2,"null"
"10",2.34615602324372,5.4525426918955,0.762992965913303,1.40870105826469,2.11282430423819,5.43485776563201,0.2,"null"
"11",2.34615602324372,5.4525426918955,1.23563105631706,1.57396547883793,2.29126233843173,5.91825991614228,0.2,"null"
"12",2.34615602324372,5.4525426918955,1.1364713067977,1.54632297661243,3.07236380101432,4.63891841851672,0.2,"null"
"13",2.34615602324372,5.4525426918955,0.945157955260598,1.43209461227,2.49449824202827,5.8938428362762,0.2,"null"
"14",2.34615602324372,5.4525426918955,1.20699193534281,1.41182402363333,2.48460032013852,3.4102968098193,0.2,"null"
"15",2.34615602324372,5.4525426918955,1.3592709703992,1.13693190721104,3.36817107697157,3.59077411202043,0.2,"null"
"16",2.34615602324372,5.4525426918955,0.755910566102059,1.74431145300552,1.73013836842856,5.22056700433406,0.2,"null"
"17",2.34615602324372,5.4525426918955,1.05822066657987,1.69691699174785,3.07320373655358,5.14638937783503,0.2,"null"
"18",2.34615602324372,5.4525426918955,0.856832514030878,1.6838466386434,2.38490034202227,5.09519378104776,0.2,"null"
"19",2.34615602324372,5.4525426918955,0.745121893391111,0.892498776785948,1.7160229340426,3.7856524000029,0.2,"null"
"20",2.34615602324372,5.4525426918955,1.16611531933783,1.61686141714791,2.30714019665503,4.8528959027612,0.2,"null"
"21",2.34615602324372,5.4525426918955,1.10936150107977,1.55345641922259,1.69071992708851,4.28241237712093,0.2,"null"
"22",2.34615602324372,5.4525426918955,1.27051318525273,1.95676305240303,2.66264026689948,5.56073640185321,0.2,"null"
"23",2.34615602324372,5.4525426918955,0.822737573587068,1.6102393971853,2.37787796378692,5.90289592446133,0.2,"null"
"24",2.34615602324372,5.4525426918955,0.820085450601385,1.08288020887951,2.25043435952394,4.95324310230716,0.2,"null"
"25",2.34615602324372,5.4525426918955,1.03703436647315,1.42260663887079,2.73145922225338,5.92843706186038,0.2,"null"
"26",2.34615602324372,5.4525426918955,0.843316361406547,1.50930697729543,2.39046120897947,5.75504178317555,0.2,"null"
"27",2.34615602324372,5.4525426918955,1.04016438526494,1.40965645651199,2.78660890339318,5.70356404829927,0.2,"null"
"28",2.34615602324372,5.4525426918955,0.869774537699979,1.48114394044771,2.3552266154709,4.62138172916428,0.2,"null"
"29",2.34615602324372,5.4525426918955,1.03339180528411,1.29192150766933,2.33791662918038,4.44498674025946,0.2,"null"
"30",2.34615602324372,5.4525426918955,0.932616264616095,1.60324465869533,2.39533976183901,4.82746199741444,0.2,"null"
