"","X1","X2","X3","X4","X5","X6","cor","tran"
"1",2.89374774440477,7.69121216777292,2.74319197470356,8.60194137883576,3.0713854584661,4.70523548609864,0.5,"rank"
"2",2.89374774440477,7.69121216777292,1.76567579194803,10.6549670436956,1.90486027610229,6.57290385199372,0.5,"rank"
"3",2.89374774440477,7.69121216777292,2.25364443178895,12.9879805161576,2.5276479520978,8.06815707439681,0.5,"rank"
"4",2.89374774440477,7.69121216777292,1.87163584312326,11.52795798566,2.61198448767849,6.3298389765876,0.5,"rank"
"5",2.89374774440477,7.69121216777292,2.18603970375713,12.3489069154976,2.3887806702998,6.58166273605008,0.5,"rank"
"6",2.89374774440477,7.69121216777292,3.39431105539251,12.3553345957918,2.70386422956704,6.36909434822798,0.5,"rank"
"7",2.89374774440477,7.69121216777292,1.52710295805387,8.87875770445552,2.17377518150887,6.96725712324044,0.5,"rank"
"8",2.89374774440477,7.69121216777292,1.54273030036604,11.9052540960565,2.06088110355118,5.7253281503704,0.5,"rank"
"9",2.89374774440477,7.69121216777292,2.63889019713946,9.81564631607113,2.46319646186414,5.13189977925227,0.5,"rank"
"10",2.89374774440477,7.69121216777292,2.21766181737082,12.2860379657076,2.30139077347092,7.70935846396147,0.5,"rank"
"11",2.89374774440477,7.69121216777292,2.21835105234239,8.88136257532749,2.07759055644027,6.94614512012458,0.5,"rank"
"12",2.89374774440477,7.69121216777292,2.80339817779871,10.9862807802166,2.61867817782674,7.35192853614007,0.5,"rank"
"13",2.89374774440477,7.69121216777292,2.90335360176365,11.0948105771273,2.78788024438085,8.15826308257345,0.5,"rank"
"14",2.89374774440477,7.69121216777292,2.43041437753125,11.1340416416812,2.53310748884045,6.22109858442173,0.5,"rank"
"15",2.89374774440477,7.69121216777292,3.00825185224262,8.75681781574768,2.68166840129671,6.52588073865702,0.5,"rank"
"16",2.89374774440477,7.69121216777292,2.02173065289627,12.3655668312514,2.17294249644534,6.4839932179193,0.5,"rank"
"17",2.89374774440477,7.69121216777292,2.70367897027618,7.60473462664235,2.31391011985034,4.31788894130623,0.5,"rank"
"18",2.89374774440477,7.69121216777292,1.61200838737109,11.7430786128407,1.8978780618928,7.04804568697832,0.5,"rank"
"19",2.89374774440477,7.69121216777292,2.93099702662662,10.5594763156202,2.76807370940179,4.671946242693,0.5,"rank"
"20",2.89374774440477,7.69121216777292,1.91880045324697,9.33856280976146,2.51395663904551,6.31062563167214,0.5,"rank"
"21",2.89374774440477,7.69121216777292,2.08316694554138,10.6075076867064,2.27061936436646,6.90317325420018,0.5,"rank"
"22",2.89374774440477,7.69121216777292,2.35483245063463,9.64838435204404,2.51320478563491,6.32383040510934,0.5,"rank"
"23",2.89374774440477,7.69121216777292,2.35869383592011,10.4726300061262,2.05236444362551,7.13264862538203,0.5,"rank"
