"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","cor_main","i_1","i_2","S1_jack.cor_main","S1_v_jack_1","S1_v_jack_2","S1_v_jack_corr","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","pro","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,0.563768223611982,1,0,0.564702684534012,0.00265475549142581,0.00265495842701039,0.00262030682497882,"normal","un",2,200,0.5,0,0,0,FALSE,FALSE,1012,"leave-1-2",20100,0.5,1e+05,315
