"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,27.4330789074161,19.2991740511849,35.5669837636473,14.3343995362265,0,27.1316437587762,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,27.3184961811218,18.7886521623334,35.8483401999101,14.3343995362265,0,28.5917933355682,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,22.5534841484185,15.6108278348298,29.4961404620072,14.3343995362265,0,21.7061038083644,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,27.7564774588863,19.7316555418927,35.7812993758799,14.3343995362265,0,27.7123912459929,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,22.1491280667158,15.0382385152158,29.2600176182159,14.3343995362265,0,22.7926706060269,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,33.3476025700156,25.025081732926,41.6701234071051,14.3343995362265,0,33.9263367079871,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,19.8298996582885,14.286999574119,25.372799742458,14.3343995362265,0,19.5586910427128,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,23.1735364545396,16.4029729069028,29.9441000021764,14.3343995362265,0,22.8702747006563,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,20.6424256497251,13.9390116691741,27.3458396302761,14.3343995362265,0,20.9447585829861,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,27.0190369156288,18.4614401600309,35.5766336712266,14.3343995362265,0,27.8286006322916,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,19.8405055890193,14.5358637731536,25.1451474048851,14.3343995362265,0,18.9665204358734,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,30.2728723286206,21.8143661603984,38.7313784968427,14.3343995362265,0,37.1783398668641,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,17.0836042056715,11.7630883333869,22.4041200779561,14.3343995362265,0,16.2386194803729,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,23.6334996373353,16.4782103980201,30.7887888766505,14.3343995362265,0,24.6559065446008,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
8,2,0.621633104446795,11.2432662088936,15.379926264642,9.51739961750583,21.2424529117782,19.1623240816561,13.473305831577,24.8513423317353,14.3343995362265,0,18.0155896531518,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,102,"bs",100,0.5,4873,FALSE,4
