"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","median_main","S1_jack.median_main","S1_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,-0.274464589596081,0.0976616225081877,0.00510007439466954,"normal","I",2,75,0.5,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,62
