"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","prop_total","prop_inter","sub_GCTA_total","sub_GCTA_inter","sub_prop_total","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","reduce_coef","decor","interact","combine","pro","n_sub","inter_std","sigma_main_approx","i"
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,66.9868052664159,17.438549481857,116.535061050975,173.111518470921,0,50.2973049587433,0,156.040173440536,0,59.1663714459772,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,66.3928573467399,17.1670366357153,115.618678057764,173.111518470921,0,50.2973049587433,0,122.938008425701,0,54.9589104816514,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,57.2015928065364,14.5560591488596,99.8471264642132,173.111518470921,0,50.2973049587433,0,138.990096522517,0,44.8294599922694,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,47.4098915625484,11.7747102414303,83.0450728836666,173.111518470921,0,50.2973049587433,0,42.1338099830877,0,32.8594160434866,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,59.2745870540076,14.7627096135937,103.786464494421,173.111518470921,0,50.2973049587433,0,76.0398503987095,0,42.3742611248891,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,66.7455523697555,17.1432680017975,116.347836737713,173.111518470921,0,50.2973049587433,0,69.8797060870999,0,52.9083158066041,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,75.3545160894366,19.323323397437,131.385708781436,173.111518470921,0,50.2973049587433,0,99.8350362839494,0,65.9632758927918,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,77.0464451503642,20.1685855598808,133.924304740848,173.111518470921,0,50.2973049587433,0,209.36785997544,0,66.486685465686,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,75.2146636491604,18.5421192802692,131.887208018052,173.111518470921,0,50.2973049587433,0,140.213180573692,0,54.2401155206329,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,62.2686160907447,15.7177311797476,108.819501001742,173.111518470921,0,50.2973049587433,0,151.446861572957,0,47.600048729689,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,68.5577525445393,17.9978694570309,119.117635632048,173.111518470921,0,50.2973049587433,0,132.106986389694,0,62.5128573565358,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,74.2737869649965,19.4222430083413,129.125330921652,173.111518470921,0,50.2973049587433,0,140.935450291797,0,66.7269938052417,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,72.3546226614522,19.2458667725359,125.463378550368,173.111518470921,0,50.2973049587433,0,118.54566568092,0,53.1011553528244,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
39.9605610844821,6.4752640355137,6.41841735407668,59.2726598281492,66.7171867292126,31.3264165225173,102.107956935908,70.5142132896935,18.3907664776104,122.637660101776,173.111518470921,0,50.2973049587433,0,114.113819965185,0,59.8571753220826,0,"chi","un",33,264,0.5,0,0.1,0,0.9,TRUE,0,TRUE,0.5,200,TRUE,0.0022375758893052,68
