"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_main","sub_least_square_main","GCTA_main","GCTA_inter","prop_main","prop_inter","sub_GCTA_main","sub_GCTA_inter","sub_prop_main","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","combine","pro","n_sub","inter_std","sigma_main_approx","i"
39.9391014221924,0,0,39.9391014221924,57.0081742300884,55.0087608330971,88.3884031686646,0,45.1998363919904,0,85.6235239619247,0,43.4050508204488,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,59.9069275630566,88.3884031686646,0,45.1998363919904,0,91.2366015509627,0,47.6630594036317,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,58.3636105881469,88.3884031686646,0,45.1998363919904,0,83.9197776725244,0,46.4887657244579,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,58.245523948876,88.3884031686646,0,45.1998363919904,0,91.4767148856854,0,45.9848879085643,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,62.6212064214631,88.3884031686646,0,45.1998363919904,0,88.302523736949,0,50.8487224200776,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,62.6434454956538,88.3884031686646,0,45.1998363919904,0,91.3557550312717,0,50.0003624373083,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,57.7658263850944,88.3884031686646,0,45.1998363919904,0,93.5140868661971,0,45.4942265438239,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,57.7981988053994,88.3884031686646,0,45.1998363919904,0,88.3517889726315,0,45.9983417230595,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,62.6155840231337,88.3884031686646,0,45.1998363919904,0,88.4987714618051,0,50.6658871335316,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,55.7734232588881,88.3884031686646,0,45.1998363919904,0,95.9186950487735,0,43.6534091300261,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,52.3187619004814,88.3884031686646,0,45.1998363919904,0,76.4190166792938,0,40.7330223258871,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,60.0981921790913,88.3884031686646,0,45.1998363919904,0,81.0317750463888,0,47.8476150227172,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,57.4816128051425,88.3884031686646,0,45.1998363919904,0,99.195453255429,0,46.0093911351938,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,55.319323051724,88.3884031686646,0,45.1998363919904,0,85.1654599960301,0,43.6789892629047,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,44.0645105167628,88.3884031686646,0,45.1998363919904,0,87.2641779876805,0,33.4383366943816,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,41.6436417042778,88.3884031686646,0,45.1998363919904,0,71.736389026407,0,31.325082010351,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,52.0021116430467,88.3884031686646,0,45.1998363919904,0,73.1258532930003,0,40.2004245607215,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,47.9222942511209,88.3884031686646,0,45.1998363919904,0,75.6369055999323,0,36.9890654575096,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,59.4392022850999,88.3884031686646,0,45.1998363919904,0,104.122809247512,0,48.4431063609051,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,58.5564741599187,88.3884031686646,0,45.1998363919904,0,120.937557879738,0,47.3500682725354,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,50.1028704719086,88.3884031686646,0,45.1998363919904,0,83.6152209387846,0,38.6589852404764,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,58.033488714902,88.3884031686646,0,45.1998363919904,0,85.320295473578,0,46.8966236789603,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,53.5889579482119,88.3884031686646,0,45.1998363919904,0,92.2007902046822,0,40.9195151073063,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,53.7259883628594,88.3884031686646,0,45.1998363919904,0,79.6173896730903,0,42.2549653858907,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,64.9047292975124,88.3884031686646,0,45.1998363919904,0,86.8703718316586,0,52.4781407685017,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,62.8843234637742,88.3884031686646,0,45.1998363919904,0,100.000773410063,0,51.4258112479893,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,66.2827335902744,88.3884031686646,0,45.1998363919904,0,94.170242447436,0,53.9740797309205,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,55.1094488910469,88.3884031686646,0,45.1998363919904,0,85.5399634396737,0,42.6203708842008,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,53.1598693125862,88.3884031686646,0,45.1998363919904,0,66.9329855652922,0,40.8557135441631,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
39.9391014221924,0,0,39.9391014221924,57.0081742300884,57.704156193119,88.3884031686646,0,45.1998363919904,0,78.9103673986621,0,46.3068504925113,0,"chi","un",33,1000,0.5,0,0,0,0,FALSE,0.5,200,TRUE,0.00225743825825325,95
