"","X1","X2","X3","X4","X5","X6","tran","by","subset"
"1",2.7983824676332,4.07410077703968,3.27446265758644,6.41918027050907,2.84646518590309,1.93792719013218,"cate","0.2","sub11"
"2",2.7983824676332,4.07410077703968,3.55331193640599,4.48276601879013,3.10307942165401,1.08080668245759,"cate","0.2","sub11"
"3",2.7983824676332,4.07410077703968,2.68776161721733,5.55814609460957,2.23792217919713,1.63651115833129,"cate","0.2","sub11"
"4",2.7983824676332,4.07410077703968,2.42371748821145,7.235038934857,2.31680102138684,2.43617083670381,"cate","0.2","sub11"
"5",2.7983824676332,4.07410077703968,2.72541319896764,6.28142068019677,2.51137262298308,1.81807422848678,"cate","0.2","sub11"
"6",2.7983824676332,4.07410077703968,3.55154622595392,6.32806452475484,3.46168310002418,2.30774595305747,"cate","0.2","sub11"
"7",2.7983824676332,4.07410077703968,2.82125963860502,5.70180329789249,2.54116537974229,2.02159276153582,"cate","0.2","sub11"
"8",2.7983824676332,4.07410077703968,2.84902203031552,6.14867314005677,2.97717261279471,1.23430950478916,"cate","0.2","sub11"
"9",2.7983824676332,4.07410077703968,4.00999483227762,6.73474804244667,3.4155990413802,1.87887752020567,"cate","0.2","sub11"
"10",2.7983824676332,4.07410077703968,3.06470401894845,5.23491906603558,2.93885330606856,1.20269491413608,"cate","0.2","sub11"
"11",2.7983824676332,4.07410077703968,3.16913717913866,7.45029373952377,3.11090235362062,1.54540085755416,"cate","0.2","sub11"
"12",2.7983824676332,4.07410077703968,2.85323957682894,5.73835114855567,2.50428202800527,1.77366153583272,"cate","0.2","sub11"
"13",2.7983824676332,4.07410077703968,2.82877145927856,6.02832366255042,3.34621002161215,1.7610011872542,"cate","0.2","sub11"
"14",2.7983824676332,4.07410077703968,3.62758079954833,6.15671148375874,2.96317859170357,1.89220494421019,"cate","0.2","sub11"
"15",2.7983824676332,4.07410077703968,3.94926633070183,5.54864851522661,3.35010265474476,1.62273615396589,"cate","0.2","sub11"
"16",2.7983824676332,4.07410077703968,2.94161635014119,6.26026711148806,2.76163030817712,2.40087132935616,"cate","0.2","sub11"
"17",2.7983824676332,4.07410077703968,4.23523258722005,7.45189300775465,3.59246217485212,1.29332456361868,"cate","0.2","sub11"
"18",2.7983824676332,4.07410077703968,2.99252916763843,6.29010917725543,2.63731937304921,2.08155505167362,"cate","0.2","sub11"
"19",2.7983824676332,4.07410077703968,2.89724063108372,5.74263591142604,2.38906038218559,2.33544870899434,"cate","0.2","sub11"
"20",2.7983824676332,4.07410077703968,2.9509732627404,5.74274578329471,3.01730351418617,2.65775800035628,"cate","0.2","sub11"
"21",2.7983824676332,4.07410077703968,3.04913239555874,7.91079059058255,3.10627876445691,2.90299785120331,"cate","0.2","sub11"
"22",2.7983824676332,4.07410077703968,3.11435705712601,5.98535596354474,2.78716195898867,1.49500252592389,"cate","0.2","sub11"
"23",2.7983824676332,4.07410077703968,2.64394502622679,4.55684599485736,2.38679378534458,1.71291591406344,"cate","0.2","sub11"
"24",2.7983824676332,4.07410077703968,3.24705893355909,7.79826471561165,3.12857575500162,1.39191670530443,"cate","0.2","sub11"
