"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_e","sub_least_square_e","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
10,0,0,0,9.40576006689354,9.66298772993309,9.23437905785401,0,7.54351765870583,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.96306329733437,9.23437905785401,0,7.65101626657495,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.80555465133332,9.23437905785401,0,10.3770229299682,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.76289863552451,9.23437905785401,0,8.07396690745101,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.5391882577373,9.23437905785401,0,9.33588365274551,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.42812378734391,9.23437905785401,0,9.77333519667204,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.4277696912545,9.23437905785401,0,8.52563079702552,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.21877500382084,9.23437905785401,0,7.96223269389226,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.4019195184805,9.23437905785401,0,8.90088317712381,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.3407130806527,9.23437905785401,0,7.69991699993072,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.17944020013871,9.23437905785401,0,8.97841249791903,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.39437739435204,9.23437905785401,0,7.96068058376748,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.94071251383215,9.23437905785401,0,8.913224787983,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,8.36670210537469,9.23437905785401,0,9.62629849016438,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.2866463591534,9.23437905785401,0,9.99143126598894,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,8.67169250938793,9.23437905785401,0,9.67757872623979,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.15691461678274,9.23437905785401,0,10.1422682719309,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.23103084970703,9.23437905785401,0,10.6767838569378,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.45540211667965,9.23437905785401,0,9.96961329123936,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,8.8149161513979,9.23437905785401,0,8.52884372174509,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.8492765986445,9.23437905785401,0,8.85684525172765,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.76425300500795,9.23437905785401,0,10.8212135159352,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.0497358185247,9.23437905785401,0,8.48133268377483,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,10.3472954996359,9.23437905785401,0,9.79248445703113,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
10,0,0,0,9.40576006689354,9.25182649172182,9.23437905785401,0,6.86965623745626,0,"chi","I",50,500,0.5,0,0,0,FALSE,0,FALSE,0.5,"leave-d",200,0.5,1e+05,TRUE,635
