"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_B","Eg_var_B","GCTA_total","GCTA_mean_B","GCTA_var_B","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.0123263592816436,10.0246527185633,9.9434895688017,12.0952367090007,19.8619895801737,7.83661884196281,9.31405342236851,26.4270610397316,18.4790125119325,"normal","I",21,100,0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,1e+05,FALSE,64
