"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_main","sub_least_square_main","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
10,0,0,0,11.0120466550701,11.0233511274866,15.5932994629114,0,15.6247509776326,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,11.0215980884723,15.5932994629114,0,15.5831425096044,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,11.0204710494294,15.5932994629114,0,15.6097867394784,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,10.9448753201979,15.5932994629114,0,15.5402446602605,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,11.0352617796704,15.5932994629114,0,15.6148601433563,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,11.0201326400243,15.5932994629114,0,15.5187828786617,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,10.909533407034,15.5932994629114,0,15.4557572953162,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,11.0798461278165,15.5932994629114,0,15.6729380733891,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,11.0664909899466,15.5932994629114,0,15.7865952714101,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
10,0,0,0,11.0120466550701,10.9748947161394,15.5932994629114,0,15.666116768654,0,"chi","un",561,1000,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",1000,0.5,1e+05,TRUE,100
