"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.0332234409915859,10.0664468819832,18.152908940957,13.9303310499143,21.9746820854396,30.7406422175932,21.90553665971,19.3112392599345,32.5338234214953,93.0152165867825,43.0899267802114,"chi","I",25,100,0.5,0,0.1,0,FALSE,TRUE,1012,"leave-1-2",5050,0.5,1e+05,FALSE,70
