"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_inter","GCTA_rr_main","i_1","i_2","S1_jack.GCTA_main","S1_v_jack_1","S1_v_jack_2","S1_v_jack_corr","S2_jack.GCTA_rr_main","S2_v_jack_1","S2_v_jack_2","S2_v_jack_corr","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","pro","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,6.13359781084792,0,0,6.13359747124601,1,0,6.64348384642994,11.034858185923,11.1374567732287,1.80467728474123,6.64345598308398,11.0348601981217,11.137458084746,1.80467372668279,"normal","I",100,100,0.5,0,0,0,0,FALSE,FALSE,1012,"leave-1-2",5050,0.5,1e+05,47
