"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_main","sub_EigenPrism_CI1","sub_EigenPrism_CI2","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","combine","pro","n_sub","inter_std","i"
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,97.2263700471804,41.7111253200966,152.741614774264,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,109.051314108628,55.2374774432679,162.865150773989,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,100.674946928727,49.0401094378387,152.309784419616,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,92.0529462272577,36.4828922084615,147.623000246054,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,99.3240814098508,42.3266537537898,156.321509065912,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,105.212221133015,44.5394790017069,165.884963264323,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,109.871290974244,50.0689963364146,169.673585612074,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,109.805775816721,51.5726067046649,168.038944928777,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,99.4729781713486,40.8033471468233,158.142609195874,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,99.1839267355573,45.4929307019911,152.874922769123,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,115.310750451643,55.4784303110771,175.143070592208,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,107.548877453274,52.5602675100815,162.537487396467,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,87.9409813444928,38.305777355981,137.576185333005,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,100.213044842241,40.5261068191676,159.899982865315,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,95.3129733001598,41.5468798111754,149.079066789144,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,115.60787054486,60.833246571275,170.382494518445,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,96.4438292821048,42.1948367767905,150.692821787419,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,108.050988284316,49.9649573702123,166.137019198419,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,103.234251749914,46.9398166362655,159.528686863562,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,106.425589290271,50.8179789037142,162.033199676827,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,103.74786004559,50.7524304805719,156.743289610608,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,104.439218700937,47.3940525767253,161.484384825148,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,110.233106692331,51.414067763471,169.05214562119,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,94.7002033819534,36.9706919575708,152.429714806336,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,108.616346469183,47.7877413298248,169.444951608542,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,98.6933245288263,46.9412748081645,150.445374249488,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,102.557704073523,49.653999115821,155.461409031225,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,99.1189121653218,42.1415941487117,156.096230181932,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
94.9765492223019,0,0,94.9765492223019,98.9769279257204,44.31677134506,153.637084506381,83.9100187366032,34.2316314222944,133.588406050912,"chi","I",33,500,0.5,0,0,0,FALSE,0.5,200,TRUE,70
