"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,2.41517834741776,14.8303566948355,5.87527142412639,33.5598599939982,11.0689789385129,127.977845962389,NA,4904.61923996601,3233.86663581693,6442873.49055904,2442158.14705128,"1999","un",21,100,"1999",0.5,0,0.1,0,FALSE,TRUE,1012,"leave-1-2",5050,0.5,4873,FALSE,1
