"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_main","GCTA_inter","sub_GCTA_inter","GCTA_rr_main","S1_jack.GCTA_main","S1_v_jack_1","S2_jack.GCTA_rr_main","S2_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,9.1705018025385,0,0,9.22894900853278,3.59732214095834,3.7672296319497,8.85153352671409,3.28506872423096,"normal","I",100,200,0.5,0,0,0,0,FALSE,FALSE,1,"leave-1",200,0.5,1e+05,45
