"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_CI","GCTA_rr_main","S1_jack.EigenPrism_main","S1_v_jack_1","S2_jack.GCTA_rr_main","S2_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8.00000000000001,0,0,0,15.4486092749958,37.4957573618562,72.4109138951036,10.5314227408688,-754.688771318845,278.012638339148,289.271437239101,90.5875317397801,"normal","I",1000,50,0.5,0,0,0,FALSE,FALSE,25,"leave-d",354,0.5,1e+05,7
