"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","sub_EigenPrism_total","sub_EigenPrism_CI","GCTA_total","sub_GCTA_total","x_dist","structure","p","n","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,1.83697771289037,13.6739554257808,10.2724763595302,16.53664653985,0,0,26.8451111928051,0,"chi","un",21,100,TRUE,TRUE,0.5,0,0.1,0,TRUE,0,"full",1,0.5,1e+05,FALSE,23
