"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_Dicker_main","h_Dicker_var","sub_h_Dicker_main","sub_h_Dicker_var","h_GCTA_rr_main","sub_h_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
0.999999999999999,0,0,0,0.684713697041355,0.00760237818866668,0,0,0,0,"normal","I",500,500,0.5,0,0,0,FALSE,FALSE,0,"full",1,0.7,1e+05,52
