"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.72690706721864,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.88555258144427,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.72599021055657,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.71613591561758,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.84522536010304,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.74834273578957,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.72743041782649,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.74432871381222,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.71345302038018,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.73129200912986,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.73546896477053,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.77163561180424,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.73172116148606,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.78083850287635,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.83384799860881,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.7745011528786,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.71781608604187,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.79021365650212,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.61164647271118,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
8,2,0.0123263592816436,10.0246527185633,NA,NA,NA,NA,NA,NA,8.72401449229607,0,8.72163119998149,0,"normal","I",21,500,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",500,0.5,1e+05,FALSE,46
