"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","main","inter","cov","total","sub_main","sub_inter","sub_cov","sub_total","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","combine","pro","n_sub","inter_std","i"
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,38.0620359024654,0,0,38.0620359024654,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,38.4112092955799,0,0,38.4112092955799,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.0266924128883,0,0,40.0266924128883,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,38.8826812826844,0,0,38.8826812826844,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.8412137702517,0,0,39.8412137702517,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,42.2431814006461,0,0,42.2431814006461,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,36.0748594167838,0,0,36.0748594167838,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.6106682508524,0,0,40.6106682508524,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.147257924157,0,0,39.147257924157,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.4568890860276,0,0,39.4568890860276,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.8985748310002,0,0,39.8985748310002,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.5266756512105,0,0,39.5266756512105,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.2783621961771,0,0,40.2783621961771,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.1321681040718,0,0,40.1321681040718,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,41.5362515581491,0,0,41.5362515581491,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.1063974466022,0,0,40.1063974466022,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.9667973534392,0,0,39.9667973534392,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,38.2073866184027,0,0,38.2073866184027,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.7031590253425,0,0,40.7031590253426,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.8563062610038,0,0,40.8563062610038,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.0875445076106,0,0,40.0875445076106,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.1330139480917,0,0,39.1330139480917,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,41.3607795085673,0,0,41.3607795085674,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,43.1375241804462,0,0,43.1375241804462,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.7542544878223,0,0,40.7542544878223,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.388611206122,0,0,40.3886112061219,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,41.369000321363,0,0,41.369000321363,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,37.7602251352235,0,0,37.7602251352235,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,38.4930009653613,0,0,38.4930009653613,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,37.7028007021695,0,0,37.7028007021695,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,42.9124490964155,0,0,42.9124490964155,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.175932257426,0,0,39.175932257426,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.4515575519341,0,0,39.4515575519341,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.4439269572117,0,0,40.4439269572117,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,42.4758751360032,0,0,42.4758751360032,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.9697564211476,0,0,40.9697564211476,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.7546643966388,0,0,39.7546643966388,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.2472992629414,0,0,39.2472992629414,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,45.4669592865468,0,0,45.4669592865468,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.0636730709696,0,0,40.0636730709696,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,39.6668457114742,0,0,39.6668457114743,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.4297079204712,0,0,40.4297079204712,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,40.1255292637022,0,0,40.1255292637022,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,41.7877761807962,0,0,41.7877761807962,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
39.9391014221924,0,0,39.9391014221924,40.4305596119378,0,0,40.4305596119378,41.7409774398968,0,0,41.7409774398968,"chi","un",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,36
