"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","sub_EigenPrism_main.1","sub_EigenPrism_CI.1","sub_sub_EigenPrism_main","sub_sub_EigenPrism_CI","sub_EigenPrism_main.2","sub_EigenPrism_CI.2","sub_sub_EigenPrism_main.1","sub_sub_EigenPrism_CI.1","sub_sub_EigenPrism_main.2","sub_sub_EigenPrism_CI.2","sub_sub_sub_EigenPrism_main","sub_sub_sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","sub_GCTA_rr_main.1","sub_sub_GCTA_rr_main","sub_GCTA_rr_main.2","sub_sub_GCTA_rr_main.1","sub_sub_GCTA_rr_main.2","sub_sub_sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.2014861958985,12.8902858467886,14.2014861958985,12.8902858467886,14.2014861958985,12.8902858467886,14.2014861958985,12.8902858467886,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.92704238024,11.92704238024,11.92704238024,11.92704238024,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.8473427025963,12.8387470210938,13.8473427025963,12.8387470210938,13.8473427025963,12.8387470210938,13.8473427025963,12.8387470210938,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.5818405331326,11.5818405331326,11.5818405331326,11.5818405331326,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.1760025300105,12.8597061083861,14.1760025300105,12.8597061083861,14.1760025300105,12.8597061083861,14.1760025300105,12.8597061083861,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.6450178795579,11.6450178795579,11.6450178795579,11.6450178795579,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.552514581817,12.7751248637847,13.552514581817,12.7751248637847,13.552514581817,12.7751248637847,13.552514581817,12.7751248637847,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,12.0815095785663,12.0815095785663,12.0815095785663,12.0815095785663,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.8194026030452,12.8386993031231,13.8194026030452,12.8386993031231,13.8194026030452,12.8386993031231,13.8194026030452,12.8386993031231,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.564452382116,11.564452382116,11.564452382116,11.564452382116,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.8589619404223,12.9511567499148,13.8589619404223,12.9511567499148,13.8589619404223,12.9511567499148,13.8589619404223,12.9511567499148,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.8370581953324,11.8370581953324,11.8370581953324,11.8370581953324,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.1041452212243,13.001057197846,14.1041452212243,13.001057197846,14.1041452212243,13.001057197846,14.1041452212243,13.001057197846,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.3731185945316,11.3731185945316,11.3731185945316,11.3731185945316,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.1363089689122,12.8947438427518,14.1363089689122,12.8947438427518,14.1363089689122,12.8947438427518,14.1363089689122,12.8947438427518,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.679278557572,11.679278557572,11.679278557572,11.679278557572,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.0070674750627,12.8780933019885,14.0070674750627,12.8780933019885,14.0070674750627,12.8780933019885,14.0070674750627,12.8780933019885,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.6698531479219,11.6698531479219,11.6698531479219,11.6698531479219,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.9268332073786,12.8318185614657,13.9268332073786,12.8318185614657,13.9268332073786,12.8318185614657,13.9268332073786,12.8318185614657,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,12.0911737936229,12.0911737936229,12.0911737936229,12.0911737936229,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.5183721373147,12.9313687303679,14.5183721373147,12.9313687303679,14.5183721373147,12.9313687303679,14.5183721373147,12.9313687303679,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.7909185010948,11.7909185010948,11.7909185010948,11.7909185010948,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,12.1964113004326,11.8900129515721,12.1964113004326,11.8900129515721,12.1964113004326,11.8900129515721,12.1964113004326,11.8900129515721,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,10.822862562981,10.822862562981,10.822862562981,10.822862562981,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.4311613095724,12.7650192230804,13.4311613095724,12.7650192230804,13.4311613095724,12.7650192230804,13.4311613095724,12.7650192230804,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.3124321999201,11.3124321999201,11.3124321999201,11.3124321999201,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.413697708995,12.7052942256251,13.413697708995,12.7052942256251,13.413697708995,12.7052942256251,13.413697708995,12.7052942256251,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.3499421914626,11.3499421914626,11.3499421914626,11.3499421914626,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.5987194404318,12.8344866729287,14.5987194404318,12.8344866729287,14.5987194404318,12.8344866729287,14.5987194404318,12.8344866729287,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,12.3767261706629,12.3767261706629,12.3767261706629,12.3767261706629,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.9136322997051,12.9588139415755,13.9136322997051,12.9588139415755,13.9136322997051,12.9588139415755,13.9136322997051,12.9588139415755,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.752376659788,11.752376659788,11.752376659788,11.752376659788,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.7556492200949,12.6101331717932,13.7556492200949,12.6101331717932,13.7556492200949,12.6101331717932,13.7556492200949,12.6101331717932,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.7115478311668,11.7115478311668,11.7115478311668,11.7115478311668,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.4221583626068,12.6561591295267,13.4221583626068,12.6561591295267,13.4221583626068,12.6561591295267,13.4221583626068,12.6561591295267,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.5949693756988,11.5949693756988,11.5949693756988,11.5949693756988,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,14.0774732252693,12.7654151471643,14.0774732252693,12.7654151471643,14.0774732252693,12.7654151471643,14.0774732252693,12.7654151471643,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,12.0147745115897,12.0147745115897,12.0147745115897,12.0147745115897,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6357717172705,12.6532958674123,13.6357717172705,12.6532958674123,13.6357717172705,12.6532958674123,13.6357717172705,12.6532958674123,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.5427668981654,11.5427668981654,11.5427668981654,11.5427668981654,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
8,0,0,0,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.6371985117681,12.4977566828776,13.790488517633,12.8501587970687,13.790488517633,12.8501587970687,13.790488517633,12.8501587970687,13.790488517633,12.8501587970687,11.4903992431931,11.4903992431931,11.4903992431931,11.4903992431931,11.5019838776477,11.5019838776477,11.5019838776477,11.5019838776477,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,3
