"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_main","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.15397897607837,6.06553742562191,12.2424205265348,7.97289631843729,0,8.88458445933086,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.2558790340277,5.11175734545362,11.4000007226018,7.97289631843729,0,8.0784054839824,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.86878152538004,5.78115259916951,11.9564104515906,7.97289631843729,0,8.40230484893095,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,6.85930428792019,3.75231578002447,9.96629279581591,7.97289631843729,0,6.38323668809272,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.30845804154358,5.19595214232192,11.4209639407653,7.97289631843729,0,8.04923338029486,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.08966865103681,4.07449040404025,10.1048468980334,7.97289631843729,0,6.94775510206208,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.06223269967118,4.91094213981618,11.2135232595262,7.97289631843729,0,7.85505073253538,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,10.1550680392027,6.93638043846672,13.3737556399388,7.97289631843729,0,10.119175345256,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.15878956382634,4.89550244248287,11.4220766851698,7.97289631843729,0,7.84695735539889,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.73888778403159,4.56984644737121,10.907929120692,7.97289631843729,0,7.39709413782792,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,6.45308365471779,3.26153568476341,9.64463162467217,7.97289631843729,0,6.3112339893475,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.81949101888999,5.56788263607311,12.0710994017069,7.97289631843729,0,8.6369843394744,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.71188093600477,6.51578169178877,12.9079801802208,7.97289631843729,0,9.66657824137213,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.28542115766972,5.12058469524792,11.4502576200915,7.97289631843729,0,8.210140735075,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.4309014902231,5.35016108673972,11.5116418937065,7.97289631843729,0,7.88180197029313,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.60783234071643,5.41870167804889,11.796963003384,7.97289631843729,0,8.48941004385984,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,10.8758398516113,7.68412709822988,14.0675526049928,7.97289631843729,0,10.6599195568558,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,5.44511825029138,2.32593348875709,8.56430301182567,7.97289631843729,0,5.20785828460973,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,6.9831029705562,3.83847675280468,10.1277291883077,7.97289631843729,0,6.82323759369371,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.46978946425377,4.38954810695022,10.5500308215573,7.97289631843729,0,7.48663031431362,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.83460168261827,5.65885106694579,12.0103522982908,7.97289631843729,0,8.49131189642643,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.50899199809862,5.28707681405303,11.7309071821442,7.97289631843729,0,8.19295542353664,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.62703961297259,4.43797768967174,10.8161015362735,7.97289631843729,0,7.07930382363711,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.66681547211314,5.51611613746787,11.8175148067584,7.97289631843729,0,8.20668265128377,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.30398980614463,4.21853051955608,10.3894490927332,7.97289631843729,0,6.88813831953471,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.57894282026113,4.41497147950495,10.7429141610173,7.97289631843729,0,7.3242752169449,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.44446309258213,6.22025962789601,12.6686665572683,7.97289631843729,0,8.81536099204927,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,5.62996228347002,2.5618988629495,8.69802570399054,7.97289631843729,0,5.29542203975527,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,6.69979816198584,3.59701893301451,9.80257739095718,7.97289631843729,0,6.13002216111776,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.75240258428522,4.54142627818873,10.9633788903817,7.97289631843729,0,7.06282030036238,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.59991246116164,4.46640563729109,10.7334192850322,7.97289631843729,0,7.57053889729533,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.18913003676261,5.02865401515209,11.3496060583731,7.97289631843729,0,8.04219671714321,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.97370812514702,4.97440431544452,10.9730119348495,7.97289631843729,0,7.93816398227389,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.60178151809151,5.46432992563205,11.739233110551,7.97289631843729,0,8.24889563186903,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.49488688861958,6.34838242035605,12.6413913568831,7.97289631843729,0,9.21803084348466,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.10119955175408,4.9473106709283,11.2550884325799,7.97289631843729,0,7.94776802044872,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.48548101191267,5.32728617332007,11.6436758505053,7.97289631843729,0,8.31822793276834,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.49467379748976,4.37054762786831,10.6187999671112,7.97289631843729,0,7.18748774090047,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.83888538897705,4.63631605649358,11.0414547214605,7.97289631843729,0,7.52626610420082,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.37165215185774,5.24725874671477,11.4960455570007,7.97289631843729,0,8.21230202363514,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.69722978391726,5.56677174294801,11.8276878248865,7.97289631843729,0,8.36503342408344,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.97414756883913,4.91795905610201,11.0303360815762,7.97289631843729,0,7.3221706162166,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.97688827084018,6.78336567864163,13.1704108630387,7.97289631843729,0,9.57982812579267,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.8894260616833,4.7703318142723,11.0085203090943,7.97289631843729,0,7.8204184336725,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.03931316198471,3.88302590573148,10.1956004182379,7.97289631843729,0,6.72147311200294,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.23500387044802,5.08218259894369,11.3878251419524,7.97289631843729,0,7.91100974294983,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.31755104907998,5.04086150119195,11.594240596968,7.97289631843729,0,8.15221073550254,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.12542266212886,4.90927482502964,11.3415704992281,7.97289631843729,0,8.28581023566553,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.67516425396364,5.50723540814104,11.8430930997862,7.97289631843729,0,8.49332308075115,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.22031522532644,5.08430195357754,11.3563284970754,7.97289631843729,0,8.00467872511296,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.29582182609409,5.1084344703498,11.4832091818384,7.97289631843729,0,8.06751238063944,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.06541473200415,4.85351206001608,11.2773174039922,7.97289631843729,0,7.91026624961925,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,6.25921705183142,3.25439366699379,9.26404043666904,7.97289631843729,0,5.67050969395262,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,6.98680639474123,3.84138069867743,10.132232090805,7.97289631843729,0,6.85119171722056,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.79907106297651,4.65158347831663,10.9465586476364,7.97289631843729,0,7.42732464272691,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.64576947170409,4.51018290410206,10.7813560393061,7.97289631843729,0,6.79674130669981,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.20065371291785,5.12683042348167,11.274477002354,7.97289631843729,0,7.78240456324511,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.62245342995208,4.4896963858794,10.7552104740248,7.97289631843729,0,7.29473087980967,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.5225935763229,6.47489484273625,12.5702923099095,7.97289631843729,0,9.42099511440378,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.6513243932231,4.49138893838322,10.811259848063,7.97289631843729,0,7.80159876674778,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.74483557746275,4.64604884630137,10.8436223086241,7.97289631843729,0,7.61698432428544,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.30578244157106,5.18783487181667,11.4237300113254,7.97289631843729,0,7.65693698834396,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.14140859727371,5.98306794745965,12.2997492470878,7.97289631843729,0,9.00672670558032,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.40083827817535,4.18874764543648,10.6129289109142,7.97289631843729,0,7.15730766475715,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.82620476290477,5.66527457420454,11.987134951605,7.97289631843729,0,8.18082654510086,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.63573298355289,5.38500316756599,11.8864627995398,7.97289631843729,0,8.07581576015111,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.51927923667581,4.39289230840458,10.645666164947,7.97289631843729,0,7.32589574443772,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,10.0586907944551,6.87121717979212,13.2461644091181,7.97289631843729,0,9.81734943270959,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.65317232194196,6.43534075607522,12.8710038878087,7.97289631843729,0,9.49600778336965,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.81657589655158,5.62956178824051,12.0035900048627,7.97289631843729,0,8.59745016177438,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.26024577102519,5.11134845104661,11.4091430910038,7.97289631843729,0,7.79804214738387,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.56038198045958,4.39253077920503,10.7282331817141,7.97289631843729,0,7.41284539503507,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,6.8177779925845,3.76587796361394,9.86967802155507,7.97289631843729,0,6.65883783256278,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.3908938347954,4.21004016830811,10.5717475012827,7.97289631843729,0,7.41282131242985,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.46664852704763,6.25822552912155,12.6750715249737,7.97289631843729,0,9.34444522247805,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.94246576270438,4.80000331324253,11.0849282121662,7.97289631843729,0,7.43652458101029,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,10.0723372339012,6.97547982865549,13.1691946391468,7.97289631843729,0,9.88575220683236,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.6429298093893,4.51559085215035,10.7702687666282,7.97289631843729,0,7.2151099943066,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.91443205182348,4.72458377899775,11.1042803246492,7.97289631843729,0,7.64168367487591,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.54716143267188,4.30601670589395,10.7883061594498,7.97289631843729,0,7.11799346586477,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.33245906094246,5.12116963258511,11.5437484892998,7.97289631843729,0,8.22294172772284,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.04950143855384,5.94107374822791,12.1579291288798,7.97289631843729,0,8.6919797375562,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.42746108049262,4.15533891433163,10.6995832466536,7.97289631843729,0,7.1336628880711,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.6647023994486,5.52849269910852,11.8009120997887,7.97289631843729,0,8.32779899755679,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.64623883289359,4.50564636920448,10.7868312965827,7.97289631843729,0,7.66661365183086,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.58651510416657,5.36111781514015,11.811912393193,7.97289631843729,0,8.28054538735553,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.64811054039301,4.55200798346657,10.7442130973195,7.97289631843729,0,7.34298838602753,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.33947907495846,4.21876162479878,10.4601965251181,7.97289631843729,0,7.25605138741988,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.80121618165795,6.63979092811027,12.9626414352056,7.97289631843729,0,9.76432227892611,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,10.9324093969446,7.70734646430559,14.1574723295836,7.97289631843729,0,11.0483523896923,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.59053022813795,6.44471173216831,12.7363487241076,7.97289631843729,0,9.39588754289071,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.4703374998137,6.29305439124627,12.6476206083811,7.97289631843729,0,9.13051588291932,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.1016337901979,3.97320080390398,10.2300667764918,7.97289631843729,0,6.93317310245946,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.59318142487717,4.42431127261486,10.7620515771395,7.97289631843729,0,6.91410342396822,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.57080867398559,4.42335498480105,10.7182623631701,7.97289631843729,0,7.2433425998855,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.68081130814886,5.4983370686476,11.8632855476501,7.97289631843729,0,8.4390272806882,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,7.75722970839189,4.65281151658859,10.8616479001952,7.97289631843729,0,7.70853217686494,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,10.3179222368164,7.11678404825743,13.5190604253753,7.97289631843729,0,10.1899881926073,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,8.27794930112679,5.1879384846604,11.3679601175932,7.97289631843729,0,8.08323427348224,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
10,0,0,0,8.24639379946806,5.35409827374557,11.1386893251906,9.28271237707039,6.14957457681692,12.4158501773239,7.97289631843729,0,8.84181287082309,0,"normal","I",1000,500,0.5,0,0,0,FALSE,0,FALSE,0.9,"leave-d",200,0.5,1e+05,TRUE,436
