"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8.00000000000001,2,2.75827645491772,15.5165529098354,19.4551994467321,17.9955254279361,11.0150573008355,40.7190131944931,9.52979412106582,19.5638273027833,15.8898551843165,27.8478934708139,4.60634049678649,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,1012,"leave-1-2",5050,0.5,4873,FALSE,8
