"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","GCTA_total.1","GCTA_inter.1","sub_GCTA_total.1","sub_GCTA_inter.1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,-0.00182706513002104,9.99634586973996,13.4865684093059,0,0,0,13.4865684093059,0,0,0,"normal","un",33,500,0.5,0,0.1,0,0,TRUE,TRUE,0,"full",1,0.5,1e+05,TRUE,10
