"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_main","sub_least_square_main","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
10,0,0,0,19.9248334985225,19.828840630899,12.8139267342068,0,12.6813904436477,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.0834167858581,12.8139267342068,0,12.795267912076,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.0446276675959,12.8139267342068,0,12.8198601890963,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.1440068511974,12.8139267342068,0,12.8246368666261,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.0344423000476,12.8139267342068,0,12.9973496910793,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.9504654588955,12.8139267342068,0,12.8386874701101,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.106090002882,12.8139267342068,0,12.7099160728202,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.7676792507441,12.8139267342068,0,12.8834584688733,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.1415330739554,12.8139267342068,0,12.5380083099987,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.7526798988396,12.8139267342068,0,12.8361956072393,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.9605976479098,12.8139267342068,0,12.8024322250861,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.66403672499,12.8139267342068,0,12.8321445170957,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.1235910967017,12.8139267342068,0,12.8083807350405,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.1438420880744,12.8139267342068,0,12.7604245841291,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.7840855378606,12.8139267342068,0,12.8315042558773,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.0128499097505,12.8139267342068,0,13.0054050743869,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.4400955616616,12.8139267342068,0,12.7698577232696,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.9741813645635,12.8139267342068,0,12.9711756493349,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.136559488508,12.8139267342068,0,12.6119730828139,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.7920294522347,12.8139267342068,0,12.8429679664695,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.788101184893,12.8139267342068,0,12.5284530006848,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.0938889770725,12.8139267342068,0,12.9742010568586,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.5512195382779,12.8139267342068,0,12.8658378640281,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.7720383483945,12.8139267342068,0,13.025988611434,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.7425912695152,12.8139267342068,0,12.8416121572432,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.9448704835137,12.8139267342068,0,12.8201033654955,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.948767037185,12.8139267342068,0,12.8873863522749,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.9054095410789,12.8139267342068,0,12.7812805219488,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.4020406473173,12.8139267342068,0,12.7617661878969,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.8412671659583,12.8139267342068,0,12.8002742402741,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.85676445489,12.8139267342068,0,12.8207627407718,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,20.1339180647167,12.8139267342068,0,12.7624124546485,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
10,0,0,0,19.9248334985225,19.8967177328613,12.8139267342068,0,12.7942250464995,0,"normal","un",561,562,0.5,0,0,0,FALSE,0,FALSE,101,"leave-1",562,0.5,1e+05,TRUE,33
