"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_main","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","reduce_coef","last","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
9.99999999999999,0,0,0,20.9745154238433,-16.848887076722,58.7979179244086,23.8498431806767,-18.9408800958185,66.6405664571718,20.9745154244813,0,23.8498431806274,0,"normal","un",500,100,0.5,0,0,0,1,FALSE,TRUE,0,FALSE,0.5,"leave-d",2,0.5,1e+05,TRUE,1
9.99999999999999,0,0,0,20.9745154238433,-16.848887076722,58.7979179244086,17.9063401383287,-14.220715878537,50.0333961551944,20.9745154244813,0,17.9063401383113,0,"normal","un",500,100,0.5,0,0,0,1,FALSE,TRUE,0,FALSE,0.5,"leave-d",2,0.5,1e+05,TRUE,1
