"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","sub_EigenPrism_total","sub_EigenPrism_CI","GCTA_total","sub_GCTA_total","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,10.2968261267466,11.5794081814914,0,0,11.9238366791854,0,"1999","un",21,200,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,"full",1,0.5,4873,FALSE,23
