"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_GCTA_main","h_GCTA_inter","sub_h_GCTA_inter","S1_bs","S1_v_bs.sub_h_GCTA_main","x_dist","structure","p","n","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,0.562817404015444,0,0,0.549838507749991,0.00807141569545366,"normal","un",21,150,TRUE,FALSE,0.5,0,0,0,0,TRUE,0,"para-bs",1000,0.5,1e+05,3
