"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,2.41517834741776,14.8303566948355,5.49359736360663,11.8838172728589,7.31896815757966,36.1442458399504,19.4443192323029,9.63709541405321,9.56932659222605,114.258912661075,42.2112474498958,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,1012,"leave-1-2",5050,0.5,4873,FALSE,3
