"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,2.41517834741776,14.8303566948355,10.1734718238033,15.6413409298733,4.36795935217845,50.1453049083651,23.3545341482464,31.4700915534552,21.3312998656802,300.832537327407,215.567346472761,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,1012,"leave-1-2",5050,0.5,4873,FALSE,1
