"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,2.41517834741776,14.8303566948355,24.1146151934944,21.087166185784,20.9456775111312,105.824891760213,51.6364785456127,74.0465698701847,49.1230353470291,1203.07955965682,1072.28391684727,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,1012,"leave-1-2",5050,0.5,4873,FALSE,5
