"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI","Eg_mean_jack","Eg_var_jack","Eg_var_jack_corr","GCTA_total","GCTA_mean_jack","GCTA_var_jack","GCTA_var_jack_corr","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,2.41517834741776,14.8303566948355,9.2941327615373,11.6019268662788,4.73430164260958,21.7357407988145,6.22142849180271,21.9786636416384,9.28465173578888,137.219888462022,48.9534572780966,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,1012,"leave-1-2",5050,0.5,4873,FALSE,2
