"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_total","sub_least_square_total","sub_least_square_total.1","sub_sub_least_square_total","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","sub_GCTA_total.1","sub_GCTA_inter.1","sub_sub_GCTA_total","sub_sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,1.59603869023752,13.192077380475,10.5585538353706,10.5585538353706,10.585403632758,10.585403632758,29.6116564070113,0,29.6116564070113,0,29.6572346623567,0,29.6572346623567,0,"chi","un",33,1000,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",2,0.5,1e+05,TRUE,2
8,2,1.59603869023752,13.192077380475,10.5585538353706,10.5585538353706,10.5561277570666,10.5561277570666,29.6116564070113,0,29.6116564070113,0,29.6603195975728,0,29.6603195975728,0,"chi","un",33,1000,0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",2,0.5,1e+05,TRUE,2
