"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,6.82806106175443,14.9155066435601,6.72902890323785,14.6972831940875,5.5803594151203,5.08778813544549,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,7.7697700711845,15.1986641931494,5.5803594151203,6.72056889745727,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,7.86005569123962,15.4258051092031,5.5803594151203,6.12825793652815,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,6.84654227828134,15.4261919947873,5.5803594151203,5.68462539168915,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,6.66258485410233,15.3447049674145,5.5803594151203,5.15456005834582,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,5.53072555595121,15.160928090643,5.5803594151203,4.77941233688158,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,7.09344251789879,15.4150630945941,5.5803594151203,5.63886447347518,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,6.10916771822189,14.7297922242185,5.5803594151203,4.40817631288927,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,6.74292967308838,15.2765321320437,5.5803594151203,5.34999789448304,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,7.71968541143257,15.4260901361107,5.5803594151203,6.34418173001815,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
8,0,0,0,6.82806106175443,14.9155066435601,6.0228167144917,15.2394553511317,5.5803594151203,5.08549756194045,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,87
