"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,2.15986319709555,14.8310036061902,2.20061306764845,14.7683060877271,2.75887558313085,3.33547763155989,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,3.05969941873018,15.2919370184617,2.75887558313085,3.30607882114999,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,2.70544377437272,15.2297055390913,2.75887558313085,3.29991701651933,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,1.82230235908025,15.3261070082053,2.75887558313085,2.64234187935843,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,2.27998330885598,15.3338173017416,2.75887558313085,2.82253160172085,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,1.72636539375836,15.343438597584,2.75887558313085,2.60423254459733,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,1.77337696028929,14.5695130196572,2.75887558313085,2.26958108579363,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,1.32151765591172,14.2727819980426,2.75887558313085,2.40845193717919,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,1.51300718798919,14.9439939385101,2.75887558313085,2.26268052598605,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
8,0,0,0,2.15986319709555,14.8310036061902,2.74992567071404,15.2900143494311,2.75887558313085,3.63689747859796,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,31
