"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,-1.07854397540696,14.0190927521678,-1.90342680427125,14.288901934355,1.60671785544368e-06,1.61843138254639e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-1.28882027120153,14.5210076290391,1.60671785544368e-06,1.63912873783708e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-1.20149357625244,14.3864141515544,1.60671785544368e-06,1.6207872235933e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,0.426777376362492,14.3068356208662,1.60671785544368e-06,1.62007971714142e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-2.10644656048798,14.552308033247,1.60671785544368e-06,1.63383420908345e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-1.74787186070724,14.4117204965065,1.60671785544368e-06,1.62947000532497e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,3.08052383366846,14.1388310702678,1.60671785544368e-06,1.59056227491005e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-1.09453646254185,13.3829473248229,1.60671785544368e-06,0.193391171051885,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-1.42621554822148,14.5491182956706,1.60671785544368e-06,1.63993424006343e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-1.51919196703085,14.4178600572814,1.60671785544368e-06,1.63454891939429e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-1.10140770435285,14.4684640419204,1.60671785544368e-06,1.63534636502036e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
8,0,0,0,-1.07854397540696,14.0190927521678,-0.548646951830707,14.4451239582751,1.60671785544368e-06,1.63129503745993e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,84
