"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,13.5340050690117,14.0692212605393,14.0103420175296,14.586352763712,10.996925487531,11.5100970480822,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.3999559740598,14.4663710907225,10.996925487531,11.6040908609808,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,12.7841656124665,14.1074574392642,10.996925487531,10.6074974051705,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,11.6602287467041,13.2493354730347,10.996925487531,9.6787270594478,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.3825600680087,14.5237904718036,10.996925487531,11.9998793402182,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.3562445691605,14.5300261457083,10.996925487531,12.4763839345078,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.3263652959464,14.2799566887692,10.996925487531,10.9589689725847,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.9183644027051,14.5155967786706,10.996925487531,11.1890264210598,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.4228519357995,14.2868291923176,10.996925487531,11.235190105299,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,15.2523691287122,14.4148697154217,10.996925487531,12.5452522127478,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,12.4336780040884,13.4537047846703,10.996925487531,9.89558580227727,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.3800380657618,14.5175352399287,10.996925487531,11.2063956394256,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,11.8655312783365,13.9019045598788,10.996925487531,9.87109526898379,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,12.2324384545031,13.3527502756102,10.996925487531,9.91118814610313,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.8092978243013,14.3297584546882,10.996925487531,11.508521077781,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.7034321444547,14.5175753037911,10.996925487531,11.0564653109897,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.5839007617923,14.5077400549157,10.996925487531,11.7114766363451,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.321966460018,14.2687756315285,10.996925487531,10.9312858443785,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.7732120040252,14.5815769029156,10.996925487531,11.6471374123816,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,11.7831455640803,13.4830897794365,10.996925487531,9.98437154099696,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.6497697639317,14.6087503828764,10.996925487531,11.1402663433941,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.3594893945969,14.314274972809,10.996925487531,10.994254796278,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.6334551004236,14.2921994932062,10.996925487531,10.8403834496561,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.4658278057042,14.3264102353789,10.996925487531,12.520460915883,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.1892425399791,14.6786771105667,10.996925487531,11.395626864879,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.766212101063,14.5452580542431,10.996925487531,11.4473554138288,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.2019104735947,14.3974872589935,10.996925487531,11.9345185160779,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.815106686465,14.5293610733699,10.996925487531,11.2065195420197,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,14.2029596164195,14.4986953335502,10.996925487531,11.211245671356,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.7708013074103,14.5372457940709,10.996925487531,11.1950931409508,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
8,0,0,0,13.5340050690117,14.0692212605393,13.229583631423,13.9975820325573,10.996925487531,10.5293979604866,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,13
