"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,10.973621490974,13.0535862494729,11.268563564149,13.5078103083009,12.7740375075693,12.8970013675284,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,10.6675410160953,13.3085480539508,12.7740375075693,11.7900293258341,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,11.2681588953036,13.5130661910349,12.7740375075693,16.9935541041206,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,10.5692476099129,13.2189198633004,12.7740375075693,11.8136964146694,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,11.5027190774882,13.4750841741929,12.7740375075693,13.2565155027702,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,10.9601913253917,13.420074703797,12.7740375075693,11.7584507470733,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,10.6837452825134,13.3818367599477,12.7740375075693,12.3780726695956,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,10.5559058946502,13.4030940809726,12.7740375075693,11.8496832378223,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,10.9486780386551,13.3972952080835,12.7740375075693,12.3533841177323,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
8,0,0,0,10.973621490974,13.0535862494729,10.5905274888177,13.2597981754045,12.7740375075693,12.1390405250525,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,64
