"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,13.3187878084097,14.2790412863962,14.1761787525763,13.35478596854,13.846097611782,15.3295876192652,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.7494524557055,14.6779343079082,13.846097611782,14.0820438553992,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.4111610309944,14.1131006544989,13.846097611782,12.7285157856572,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.1258289100108,14.4701795981453,13.846097611782,13.2228454519529,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.6520181129201,14.3601695530954,13.846097611782,13.1868732580984,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.4815114537637,14.8018578501822,13.846097611782,13.7180285281351,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.9201904513308,13.8380708390732,13.846097611782,12.179926916093,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.59024471494,14.5293115570529,13.846097611782,14.2441812054963,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.9171329611933,14.7637464949242,13.846097611782,14.0780227924531,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.3908294996585,14.3803991756094,13.846097611782,13.713022604545,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.7137174916802,14.6993405730941,13.846097611782,14.4053281724612,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.6370365025745,14.7849791004991,13.846097611782,14.164603951653,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.8711160924631,14.5718026819298,13.846097611782,14.6875525327251,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,11.5796372670259,12.8832539745675,13.846097611782,11.3438393855568,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.3786783400488,14.7348494806055,13.846097611782,13.8848171327081,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.2459109667912,14.1839893700072,13.846097611782,12.2362677937733,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.4425765571363,14.0390198671526,13.846097611782,13.587380722554,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.0854255279853,14.0635574359678,13.846097611782,13.4322262265886,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.374163843632,14.5362339105198,13.846097611782,13.5616660288397,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.3664122723732,14.693015972399,13.846097611782,13.720138704983,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.4195042806737,14.7460257713653,13.846097611782,13.6308618655585,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.6255958046801,14.8332795615353,13.846097611782,13.8545238083486,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.7933120599196,13.7330622841681,13.846097611782,16.5107011563992,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,14.251437191012,14.6662711326666,13.846097611782,14.9059925085586,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.9473438020222,14.8696481428669,13.846097611782,13.6919273774449,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.5388850735576,14.7702827285856,13.846097611782,13.7622462734448,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.5552509770528,14.7569880030224,13.846097611782,14.0029553821025,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.6492929702459,14.4920126959975,13.846097611782,13.4324968270069,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,13.4533811603526,14.8093864410811,13.846097611782,13.6486197041299,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
8,0,0,0,13.3187878084097,14.2790412863962,12.9922595231029,14.5190816849885,13.846097611782,13.3266747814982,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,89
