"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,2.48271494976894,12.1554106728825,4.54049242372292,11.9605696541853,1.0115615486233,1.72856784459463,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,-0.837532303364292,11.3587158411303,1.0115615486233,1.28756509632576e-06,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,2.30520695915128,12.1896910429986,1.0115615486233,1.38057025805505,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,2.50426840639504,12.6113321484604,1.0115615486233,1.07992814281181,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,1.46787237133736,12.4151734842129,1.0115615486233,0.421551664623844,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,3.58842592512986,12.4356005813555,1.0115615486233,1.70610006347408,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,2.37779841421091,12.6038679217466,1.0115615486233,0.989885625788419,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,2.00802029948831,12.5159448943472,1.0115615486233,1.29387104914655,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,2.84112833472896,12.5565513049781,1.0115615486233,1.08857248682022,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,2.57642026904987,12.5986167313984,1.0115615486233,1.05617130729458,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,1.69644923745833,12.5485078387055,1.0115615486233,0.887132291607393,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,2.35637822703602,12.5340856360549,1.0115615486233,0.975035569540861,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
8,0,0,0,2.48271494976894,12.1554106728825,3.62342414596727,12.2009791867299,1.0115615486233,1.86899026580626,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,1,"leave-1",50,0.5,1e+05,66
