"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_main","sub_least_square_main","GCTA_main","GCTA_inter","prop_main","prop_inter","sub_GCTA_main","sub_GCTA_inter","sub_prop_main","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","n_sub","inter_std","sigma_main_approx","i"
97.7024344610317,0,0,97.7024344610317,95.4538039452067,91.0319373198222,97.4417343396258,0,95.4532039097643,0,88.5866630216485,0,91.641622404099,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,89.1446111795223,97.4417343396258,0,95.4532039097643,0,97.7862119750646,0,89.4238772005342,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,99.0282190144527,97.4417343396258,0,95.4532039097643,0,97.4842532683357,0,98.9846450999996,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,107.297431687571,97.4417343396258,0,95.4532039097643,0,104.925645326756,0,107.267781709226,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,90.0248367886958,97.4417343396258,0,95.4532039097643,0,93.0839270931992,0,89.9734749459453,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,89.225290596655,97.4417343396258,0,95.4532039097643,0,93.0868355822682,0,89.2577109159212,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,109.314573637039,97.4417343396258,0,95.4532039097643,0,105.639865296225,0,109.926431500274,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,85.2690964132527,97.4417343396258,0,95.4532039097643,0,98.878410049417,0,85.2877645451441,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,91.0979962372847,97.4417343396258,0,95.4532039097643,0,95.2334468069406,0,91.0428964689541,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,82.6506400167385,97.4417343396258,0,95.4532039097643,0,89.933304864537,0,82.5882564613665,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,90.4338390523556,97.4417343396258,0,95.4532039097643,0,94.7962723775721,0,90.3988201706633,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,94.3917604601558,97.4417343396258,0,95.4532039097643,0,95.4216440604761,0,94.6246382900218,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,98.354425287529,97.4417343396258,0,95.4532039097643,0,100.747173916834,0,98.4477917061276,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,106.449024382407,97.4417343396258,0,95.4532039097643,0,99.4494177920816,0,106.576057760796,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,80.2683658763138,97.4417343396258,0,95.4532039097643,0,91.9636148300533,0,80.3370388124528,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,114.560943692273,97.4417343396258,0,95.4532039097643,0,115.597412375593,0,114.584009015206,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,100.715353650578,97.4417343396258,0,95.4532039097643,0,102.973427699814,0,100.669756622136,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,87.9245616703891,97.4417343396258,0,95.4532039097643,0,88.9162864645685,0,87.8863702868255,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,92.8848120033741,97.4417343396258,0,95.4532039097643,0,95.5960155861303,0,93.0367803340241,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
97.7024344610317,0,0,97.7024344610317,95.4538039452067,96.1736125863309,97.4417343396258,0,95.4532039097643,0,93.6120723734325,0,96.2046984690668,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,55
