"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_total","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_total","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","h_GCTA_total","h_GCTA_inter","sub_h_GCTA_total","sub_h_GCTA_inter","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,1.20685102579108,0.751592233624384,1.66210981795778,1.6397252038855,0,0.787410908412307,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,1.75756440583228,1.22268274723521,2.29244606442936,1.6397252038855,0,1.69289677060088,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,1.8744424381834,1.35312018071064,2.39576469565617,1.6397252038855,0,1.89560546465368,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,1.40527631870671,0.887789051163639,1.92276358624979,1.6397252038855,0,1.28249327632167,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,1.27466631331105,0.816658810045711,1.73267381657638,1.6397252038855,0,0.997304333808684,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,1.31216139389788,0.858525304807587,1.76579748298817,1.6397252038855,0,1.20023632660057,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,NA,NA,NA,1.6397252038855,0,1.38729373059327,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,2.41951198573426,1.89284186114314,2.94618211032539,1.6397252038855,0,2.32231735391866,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,2.14949470638475,1.63947991982912,2.65950949294037,1.6397252038855,0,2.3833243875315,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
8,2,0.621633104446795,11.2432662088936,1.81360363037535,1.39840548274601,2.22880177800469,1.97980392708206,1.45085633498994,2.50875151917419,1.6397252038855,0,2.93780726651107,0,"1999","un",21,231,"1999",0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",50,0.5,4873,FALSE,36
