"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,27.7156534842789,18.7377876705594,36.6935192979984,15.0128663937027,0,32.4074411270105,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,26.9578962595347,20.3557955503702,33.5599969686992,15.0128663937027,0,41.770849300114,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,16.119277671069,9.7650241793631,22.473531162775,15.0128663937027,0,6.39986288936334,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,35.374919206045,28.8812952820553,41.8685431300348,15.0128663937027,0,40.1628572157668,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,55.2458635246595,45.1744978540209,65.3172291952981,15.0128663937027,0,72.597714981182,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,38.5754584317158,28.4920601402749,48.6588567231567,15.0128663937027,0,39.0204937672743,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,48.5512225556331,39.3532318776204,57.7492132336459,15.0128663937027,0,131.561561581286,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,42.9285831632709,34.8223355371761,51.0348307893658,15.0128663937027,0,57.4528969430052,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,29.8894322995469,20.4750760261965,39.3037885728973,15.0128663937027,0,31.4140531885686,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,28.7442261914284,20.9085788651013,36.5798735177555,15.0128663937027,0,37.2036071792501,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,35.3528693880637,26.7230266754602,43.9827121006672,15.0128663937027,0,50.2103190546088,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,18.6205721472732,11.5976633344832,25.6434809600632,15.0128663937027,0,11.7465542547515,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,28.2449399724469,20.3699928535824,36.1198870913114,15.0128663937027,0,38.7545725472503,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,32.4921645895332,21.9203429483942,43.0639862306723,15.0128663937027,0,35.7168543213353,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,39.8770799708045,30.9554966205157,48.7986633210933,15.0128663937027,0,46.8425922608485,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,28.082779966998,20.3440916519955,35.8214682820004,15.0128663937027,0,30.3198530885307,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
8,2,0.621633104446795,11.2432662088936,15.0431623250223,6.9530034504111,23.1333211996336,21.7220559216423,13.4301528678566,30.013958975428,15.0128663937027,0,18.8881824239901,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,102,"bs",100,0.5,4873,FALSE,32
