"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_main","sub_least_square_main","GCTA_main","GCTA_inter","prop_main","prop_inter","sub_GCTA_main","sub_GCTA_inter","sub_prop_main","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","n_sub","inter_std","sigma_main_approx","i"
39.9391014221924,0,0,39.9391014221924,37.4709439462538,35.8125401149489,91.0608911775538,0,37.4521218514102,0,86.7246607477899,0,35.8133798897091,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,24.221858113769,91.0608911775538,0,37.4521218514102,0,55.8347697054369,0,24.8141557630504,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,43.1472743561357,91.0608911775538,0,37.4521218514102,0,95.0618183082146,0,43.7002077848652,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,38.3200450544524,91.0608911775538,0,37.4521218514102,0,86.9727588072295,0,38.3644630245818,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,32.0055411952265,91.0608911775538,0,37.4521218514102,0,76.3458418794277,0,31.9718298547235,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,34.0281012543324,91.0608911775538,0,37.4521218514102,0,79.1085282243452,0,33.9773511690301,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,44.2463521958569,91.0608911775538,0,37.4521218514102,0,75.5010476585771,0,44.2574523296662,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,38.6609362312324,91.0608911775538,0,37.4521218514102,0,84.7414758096541,0,38.7668148615401,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,40.4656304332684,91.0608911775538,0,37.4521218514102,0,90.1307211541003,0,41.4063962468614,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,35.8939100386823,91.0608911775538,0,37.4521218514102,0,81.3343826377085,0,35.9042725834451,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
39.9391014221924,0,0,39.9391014221924,37.4709439462538,35.9407484227542,91.0608911775538,0,37.4521218514102,0,94.2134523603176,0,35.9683044011105,0,"chi","un",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00225743825825325,53
