"main_fixed_var","inter_fixed_var","reduce_coef","x_dist","combine","pro","n","inter_std","true_total_ave","true_main_ave","true_inter_ave","true_cov_main_inter_ave","GCTA_total_ave","proposed_GCTA_ave","N_iteration","data_gen_model","est_model"
1,0,0.9,"PCB",TRUE,0.3,653,FALSE,25.1096475610827,25.1096475610827,0,0,53.5690813576935,25.0446738128487,100,"main","total"
1,0,1,"PCB",TRUE,0.3,653,FALSE,25.1096475610827,25.1096475610827,0,0,53.5690813576935,25.1253044430011,100,"main","total"
1,0,0.8,"PCB",TRUE,0.3,653,TRUE,25.1096475610827,25.1096475610827,0,0,122.360102176754,25.1588112759346,100,"main","total"
1,0,0.9,"PCB",TRUE,0.3,653,TRUE,25.1096475610827,25.1096475610827,0,0,122.360102176754,25.1592226482637,100,"main","total"
1,0,1,"PCB",TRUE,0.3,653,TRUE,25.1096475610827,25.1096475610827,0,0,122.360102176754,25.2526118482725,100,"main","total"
1,1,0.8,"PCB",TRUE,0.3,653,FALSE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,71.388308685572,43.0306175291433,100,"main+inter","total"
1,1,0.9,"PCB",TRUE,0.3,653,FALSE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,71.388308685572,43.0037284911636,100,"main+inter","total"
1,1,1,"PCB",TRUE,0.3,653,FALSE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,71.388308685572,43.1009324061373,100,"main+inter","total"
1,1,0.8,"PCB",TRUE,0.3,653,TRUE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,189.121879115881,39.9594839329892,100,"main+inter","total"
1,1,0.9,"PCB",TRUE,0.3,653,TRUE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,189.121879115881,38.2365216908898,100,"main+inter","total"
1,1,1,"PCB",TRUE,0.3,653,TRUE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,189.121879115881,34.5194860873529,100,"main+inter","total"
1,0,NA,"PCB",TRUE,0.3,653,FALSE,25.1096475610827,25.1096475610827,0,0,53.5690813576935,25.1109531078852,100,"main","total"
1,0,NA,"PCB",TRUE,0.3,653,TRUE,25.1096475610827,25.1096475610827,0,0,122.360102176754,25.2480654721911,100,"main","total"
1,1,NA,"PCB",TRUE,0.3,653,FALSE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,71.388308685572,43.0867315226983,100,"main+inter","total"
1,1,NA,"PCB",TRUE,0.3,653,TRUE,43.041323736133,25.1096475610827,26.0949070329584,-8.16323085790804,189.121879115881,34.5051038099406,100,"main+inter","total"
1,0,NA,"PCB",TRUE,0.4,870,FALSE,25.1368993693223,25.1368993693223,0,0,51.2420959253072,25.0972275575477,100,"main","total"
1,0,NA,"PCB",TRUE,0.4,870,TRUE,25.1368993693223,25.1368993693223,0,0,121.764266436577,25.1532567237614,100,"main","total"
1,1,NA,"PCB",TRUE,0.4,870,FALSE,44.9614979187869,25.1368993693223,28.1733059031638,-8.34870735369927,69.2568730357943,44.9560850837865,100,"main+inter","total"
1,1,NA,"PCB",TRUE,0.4,870,TRUE,44.9614979187869,25.1368993693223,28.1733059031638,-8.34870735369927,193.547594479903,42.3380596873958,100,"main+inter","total"
1,0,NA,"PCB",TRUE,0.5,1088,FALSE,25.090234229056,25.090234229056,0,0,50.4387051383907,25.1132851027402,100,"main","total"
1,0,NA,"PCB",TRUE,0.5,1088,TRUE,25.090234229056,25.090234229056,0,0,122.859277657811,25.1510926080506,100,"main","total"
1,1,NA,"PCB",TRUE,0.5,1088,FALSE,46.9869447289404,25.090234229056,30.2979663410572,-8.4012558411728,69.0494840941013,46.9988676773762,100,"main+inter","total"
1,1,NA,"PCB",TRUE,0.5,1088,TRUE,46.9869447289404,25.090234229056,30.2979663410572,-8.4012558411728,200.416421369112,45.4609581670258,100,"main+inter","total"
1,0,NA,"PCB",TRUE,0.6,1306,FALSE,25.0519658115972,25.0519658115972,0,0,50.1720406645937,25.0073936014042,100,"main","total"
1,0,NA,"PCB",TRUE,0.6,1306,TRUE,25.0519658115972,25.0519658115972,0,0,125.748024642155,25.0356180145888,100,"main","total"
1,1,NA,"PCB",TRUE,0.6,1306,FALSE,48.1074332240855,25.0519658115972,30.8608748139733,-7.80540740148506,69.040999655981,48.1537132224261,100,"main+inter","total"
1,1,NA,"PCB",TRUE,0.6,1306,TRUE,48.1074332240855,25.0519658115972,30.8608748139733,-7.80540740148506,210.205281653561,47.0998002169796,100,"main+inter","total"
