"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_main","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_main","GCTA_inter","prop_main","prop_inter","sub_GCTA_main","sub_GCTA_inter","sub_prop_main","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","n_sub","inter_std","sigma_main_approx","i"
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,92.5671387286224,39.3109656135614,145.823311843683,96.9029946176549,0,93.9592934048941,0,90.9213360529468,0,93.4953981273642,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,99.049153882743,41.8658925968608,156.232415168625,96.9029946176549,0,93.9592934048941,0,97.2918907929637,0,101.077277913539,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,98.9850169436959,44.9428865838235,153.027147303568,96.9029946176549,0,93.9592934048941,0,97.6212035134915,0,97.7730068502087,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,97.8049212896246,41.2451721435471,154.364670435702,96.9029946176549,0,93.9592934048941,0,96.4054594404786,0,101.35465173946,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,98.0965084714574,45.6651482310031,150.527868711912,96.9029946176549,0,93.9592934048941,0,95.4364535195784,0,89.8960350796149,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,101.66104325791,47.7722358400988,155.549850675722,96.9029946176549,0,93.9592934048941,0,99.6994245796971,0,95.1019578481374,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,100.173304695645,47.9319618875156,152.414647503775,96.9029946176549,0,93.9592934048941,0,97.7182095677582,0,89.8359256370144,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,95.1766087532968,40.1867942390022,150.166423267591,96.9029946176549,0,93.9592934048941,0,93.7672144304989,0,96.9935414288946,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,98.0595304698691,48.5249655802231,147.594095359515,96.9029946176549,0,93.9592934048941,0,96.4340612473782,0,88.3514499931319,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,98.3046639913092,43.9068766579984,152.70245132462,96.9029946176549,0,93.9592934048941,0,96.6596517952297,0,95.868242336975,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,98.8116641668448,47.7918808632624,149.831447470427,96.9029946176549,0,93.9592934048941,0,97.2252325961296,0,90.811305686963,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,108.829664445538,52.7842187566568,164.875110134419,96.9029946176549,0,93.9592934048941,0,106.654316539412,0,98.440625773366,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,90.2033224783016,39.0901925816796,141.316452374924,96.9029946176549,0,93.9592934048941,0,88.2347455557105,0,88.0126100488407,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,105.857379367702,49.9625068603451,161.752251875059,96.9029946176549,0,93.9592934048941,0,103.857589337281,0,99.4222633947223,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,102.114232527015,41.664656788856,162.563808265175,96.9029946176549,0,93.9592934048941,0,100.571060980947,0,106.93233820742,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
97.7024344610317,0,0,97.7024344610317,97.7531044864748,44.1461328181105,151.360076154839,94.5519649350675,42.7999568217782,146.303973048357,96.9029946176549,0,93.9592934048941,0,92.8515981498021,0,91.5247989661803,0,"chi","I",33,528,0.5,0,0,0,FALSE,0,FALSE,0.5,200,TRUE,0.00250735144056588,18
