"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_main","sub_EigenPrism_CI","GCTA_rr_main","sub_GCTA_rr_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,0.203554676338053,15.0795212564668,0,0,1.69080871478398e-06,0,"normal","I",100,50,0.5,0,0,0,FALSE,FALSE,0,"full",1,0.5,1e+05,918
