"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","least_square_main","sub_least_square_main","GCTA_main","GCTA_inter","sub_GCTA_main","sub_GCTA_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
10,0,0,0,6.33499891631988,6.38644293498466,0,0,0,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,7.94790560149077,0,0,20.3121883160471,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,7.10295637372151,0,0,0,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,4.8518374750578,0,0,0,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.5721774089655,0,0,0,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.02335077874266,0,0,20.3303944077186,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,7.69641269948783,0,0,0,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,8.05444418311942,0,0,20.3046519295099,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,7.61067153357243,0,0,20.3321588270695,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.52604712450899,0,0,20.3486128924758,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,4.79770382652463,0,0,20.3199050087159,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.63762135169952,0,0,20.3516411778637,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.22550156510191,0,0,20.3385976509033,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.95539353637638,0,0,20.3581205239667,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.72676292463194,0,0,20.3537834789192,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,7.18587535105939,0,0,20.3495318276555,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,6.52866171804761,0,0,0,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,5.2478062258308,0,0,20.3394317487063,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,7.14799907256621,0,0,20.3506875476141,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
10,0,0,0,6.33499891631988,7.26070562638161,0,0,0,0,"normal","un",561,561,0.5,0,0,0,TRUE,0,FALSE,101,"leave-1",561,0.5,1e+05,TRUE,48
