"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","main","inter","cov","total","sub_main","sub_inter","sub_cov","sub_total","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","combine","pro","n_sub","inter_std","i"
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,94.0052200563496,0,0,94.0052200563496,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,97.5983560325483,0,0,97.5983560325483,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,97.3227796410071,0,0,97.3227796410071,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,96.133645023138,0,0,96.133645023138,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,94.6410579365727,0,0,94.6410579365727,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,91.7730176595878,0,0,91.7730176595878,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,97.1899809289454,0,0,97.1899809289454,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,88.7825161038901,0,0,88.7825161038901,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,96.7347475383108,0,0,96.7347475383108,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,94.7815171958687,0,0,94.7815171958687,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,93.5682400139705,0,0,93.5682400139705,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,95.8848820822829,0,0,95.8848820822829,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,98.0997014423005,0,0,98.0997014423005,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,101.247037053722,0,0,101.247037053722,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,95.8368038113377,0,0,95.8368038113377,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,93.6116747402084,0,0,93.6116747402084,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,94.8127002981302,0,0,94.8127002981302,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,95.2004450607149,0,0,95.2004450607149,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,96.7783781903198,0,0,96.7783781903198,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,92.5479338984881,0,0,92.5479338984881,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,98.6936897735424,0,0,98.6936897735424,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,96.1130918156628,0,0,96.1130918156628,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
97.7024344610317,0,0,97.7024344610317,95.7848313177547,0,0,95.7848313177547,98.0015785833555,0,0,98.0015785833555,"chi","I",33,1500,0.5,0,0,0,0,FALSE,0.5,200,TRUE,92
