"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_total","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_total","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","h_GCTA_total","h_GCTA_inter","sub_h_GCTA_total","sub_h_GCTA_inter","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.193555899840714,-0.102216329114703,0.489328128796131,0.485681673589355,0,0.135659815366241,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.472337093533839,0.179440138118317,0.765234048949361,0.485681673589355,0,0.482808795222438,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.196841600406853,-0.0960246663625484,0.489707867176255,0.485681673589355,0,0.153409626869455,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.408419402991767,0.109787016808723,0.70705178917481,0.485681673589355,0,0.264445095737835,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.292932452790538,-0.00524638503061652,0.591111290611693,0.485681673589355,0,0.356524188827372,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.476765847048014,0.176624274167701,0.776907419928326,0.485681673589355,0,0.512310222520165,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.374826008748651,0.0784174225240557,0.671234594973246,0.485681673589355,0,0.397724718931198,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.539525209369632,0.241900724693402,0.837149694045863,0.485681673589355,0,0.538526556031469,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.168405841554831,-0.125698492140825,0.462510175250488,0.485681673589355,0,0.206201417975528,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.627354966220554,0.33542329985666,0.919286632584448,0.485681673589355,0,0.593097503233354,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.563718538907926,0.267780176302721,0.85965690151313,0.485681673589355,0,0.56714586173605,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
8,2,0.621633104446795,11.2432662088936,0.433318097481845,0.211021919878062,0.655614275085628,0.329925887297739,0.0365826647574431,0.623269109838036,0.485681673589355,0,0.334057611972134,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,29
