"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_total","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_total","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","h_GCTA_total","h_GCTA_inter","sub_h_GCTA_total","sub_h_GCTA_inter","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.893042249897518,0.540315579220714,1.24576892057432,0.623840200127592,0,0.901532958747857,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.574613332054883,0.210375697432988,0.938850966676778,0.623840200127592,0,0.53040813563776,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.531771329408475,0.184157443284221,0.879385215532729,0.623840200127592,0,0.492317629622674,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.679873469412764,0.326733550088937,1.03301338873659,0.623840200127592,0,0.646538891340432,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.532397369609851,0.173884501679504,0.890910237540197,0.623840200127592,0,0.514988240659684,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.587385932213769,0.216802023528287,0.957969840899251,0.623840200127592,0,0.501430662939587,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.643121325720041,0.280958924463786,1.0052837269763,0.623840200127592,0,0.606466947708504,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.671441186640569,0.310785538393119,1.03209683488802,0.623840200127592,0,0.65833003681142,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.597937545099611,0.234013093822291,0.961861996376931,0.623840200127592,0,0.605513654217251,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
8,2,0.621633104446795,11.2432662088936,0.679026390788125,0.425992164580043,0.932060616996206,0.854151702876487,0.484128754114547,1.22417465163843,0.623840200127592,0,0.780286156175995,0,"1999","un",21,100,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,14
