"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_total","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_total","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","h_GCTA_total","h_GCTA_inter","sub_h_GCTA_total","sub_h_GCTA_inter","x_dist","structure","p","n","data_name","emp","combine","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.668963861537462,0.374159733199517,0.963767989875408,0.413988455218541,0,0.634920901344669,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.286236432824356,-0.0173731141065751,0.589845979755288,0.413988455218541,0,0.2575503340534,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.130689109815603,-0.170742953965597,0.432121173596803,0.413988455218541,0,0.2245705864874,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.478806750205955,0.177441139684916,0.780172360726993,0.413988455218541,0,0.440892841191033,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.333891426292182,0.0374604722153269,0.630322380369037,0.413988455218541,0,0.365334606294301,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.241336612773571,-0.0524842772410951,0.535157502788237,0.413988455218541,0,0.263414229648229,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.342737331807692,0.0506667809564886,0.634807882658895,0.413988455218541,0,0.446550700570073,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.341505569714105,0.0410953328283136,0.641915806599896,0.413988455218541,0,0.346190775703387,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.266622526892838,-0.0292805134067455,0.562525567192422,0.413988455218541,0,0.273254145685351,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.41247017532049,0.114249604377314,0.710690746263667,0.413988455218541,0,0.401927789948803,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.503543412626539,0.205019285681286,0.802067539571791,0.413988455218541,0,0.400141114379823,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.237557841654163,-0.051395027129973,0.526510710438298,0.413988455218541,0,0.279624677210412,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.257417898244914,-0.0422079609578233,0.557043757447651,0.413988455218541,0,0.267984087302322,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.581524197076433,0.292329146264666,0.8707192478882,0.413988455218541,0,0.496284950667935,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.545055265514174,0.253434815965526,0.836675715062822,0.413988455218541,0,0.515116769484959,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.141577310139546,-0.151237004373568,0.43439162465266,0.413988455218541,0,0.224440411711085,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.265430040049318,-0.029241677809221,0.560101757907857,0.413988455218541,0,0.304206675672592,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.30504424020389,0.00863724073397198,0.601451239673807,0.413988455218541,0,0.152131951107533,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.37789608875215,0.0857054194664803,0.670086758037819,0.413988455218541,0,0.358634110850124,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.437318977396625,0.145981261194912,0.728656693598337,0.413988455218541,0,0.456994511525363,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.256569102400289,-0.0531545030346059,0.566292707835185,0.413988455218541,0,0.177397061738456,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.495613276903875,0.198789131793348,0.792437422014402,0.413988455218541,0,0.524530366366195,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.389127357892775,0.0958285598229888,0.682426155962561,0.413988455218541,0,0.393510962109696,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.488789558094406,0.193941404632006,0.783637711556807,0.413988455218541,0,0.397988132533603,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.355667114929727,0.0614926814517068,0.649841548407747,0.413988455218541,0,0.395962148082704,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.305994640636902,0.0112601011550594,0.600729180118744,0.413988455218541,0,0.315836848482624,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
8,2,0.621633104446795,11.2432662088936,0.358464144096599,0.138087306734058,0.57884098145914,0.545690205036142,0.252868920872475,0.83851148919981,0.413988455218541,0,0.464478417145402,0,"1999","un",21,150,"1999",TRUE,TRUE,0.5,0,0.1,0,TRUE,0,0.5,"leave-d",50,0.5,4873,FALSE,37
