"","X1","X2","X3","X4","X5","X6","dist"
"1",3.08997062428195,5.48073275026877,2.75655138786348,2.48104216465726,2.9150236778819,2.52510892436581,"Chi_ind"
"2",3.08997062428195,5.48073275026877,2.47669124448443,2.98100321546828,2.64439362566399,3.05620659175257,"Chi_ind"
"3",3.08997062428195,5.48073275026877,2.38972368980273,2.06718761894826,2.52497214408392,2.08602192206542,"Chi_ind"
"4",3.08997062428195,5.48073275026877,1.90938277638115,3.01616654527384,2.18688504510744,2.98519481771026,"Chi_ind"
"5",3.08997062428195,5.48073275026877,1.68862358603391,4.54731532103508,2.00649959015472,4.48718709879841,"Chi_ind"
"6",3.08997062428195,5.48073275026877,2.10913952187822,3.12172665152933,2.23893176070254,3.44114412053791,"Chi_ind"
"7",3.08997062428195,5.48073275026877,2.12733774344298,2.82722148976953,2.63006294392996,2.55967685063916,"Chi_ind"
"8",3.08997062428195,5.48073275026877,3.14876298333327,4.25012616998383,3.53618940777463,4.14591610544188,"Chi_ind"
"9",3.08997062428195,5.48073275026877,2.91034240926858,3.04110087465424,3.14391091150648,3.05526597870063,"Chi_ind"
"10",3.08997062428195,5.48073275026877,1.57218571368435,3.7317342244835,1.60671652889657,4.0309956770391,"Chi_ind"
"11",3.08997062428195,5.48073275026877,2.74292352298442,2.9783410226179,3.03799522845585,3.12065473855885,"Chi_ind"
"12",3.08997062428195,5.48073275026877,2.79322345468642,3.29582619199559,3.08880132638858,3.34654246013472,"Chi_ind"
"13",3.08997062428195,5.48073275026877,2.31151972497427,3.24515626246168,2.64612508964036,3.129830878863,"Chi_ind"
"14",3.08997062428195,5.48073275026877,1.92892990932724,4.05125030826654,2.15562645975786,4.14964905931494,"Chi_ind"
"15",3.08997062428195,5.48073275026877,3.56479292138216,2.93419686294997,3.77227269278232,3.25118505074215,"Chi_ind"
"16",3.08997062428195,5.48073275026877,3.21195113702349,2.65230757870851,3.51659417722815,2.70688851694758,"Chi_ind"
"17",3.08997062428195,5.48073275026877,2.64838245906284,3.77769914759453,2.95166812845896,3.90112629660914,"Chi_ind"
"18",3.08997062428195,5.48073275026877,2.85469469603142,3.67473954402627,3.05609610532886,3.8333402762551,"Chi_ind"
"19",3.08997062428195,5.48073275026877,3.83336054994412,2.35275336263475,4.16691772120809,2.48850043497519,"Chi_ind"
"20",3.08997062428195,5.48073275026877,2.26245931282177,4.0137312756183,2.54814497682303,4.0342524413166,"Chi_ind"
"21",3.08997062428195,5.48073275026877,3.32322115005064,2.60891170822111,3.673042810001,2.56802278938593,"Chi_ind"
"22",3.08997062428195,5.48073275026877,2.92705053499966,2.92972985662667,3.27425153509486,2.78557286240646,"Chi_ind"
"23",3.08997062428195,5.48073275026877,1.18049637157342,4.81070108473075,1.33957232094306,4.98696544609887,"Chi_ind"
"24",3.08997062428195,5.48073275026877,1.98403559308071,3.3165380021751,2.34642635659898,3.22578197676179,"Chi_ind"
"25",3.08997062428195,5.48073275026877,2.20856475416778,3.17414979451369,2.3701475252608,3.43814057763988,"Chi_ind"
"26",3.08997062428195,5.48073275026877,1.41958395344362,3.84898733368584,1.65676789827818,3.83770761090369,"Chi_ind"
"27",3.08997062428195,5.48073275026877,2.66253031910653,2.2423389730801,3.03108460701977,2.14120554251676,"Chi_ind"
"28",3.08997062428195,5.48073275026877,3.1206727634487,4.08982616420331,3.50602620651772,4.00021562734302,"Chi_ind"
"29",3.08997062428195,5.48073275026877,2.62841792122218,2.77892679885367,2.81800111986015,2.84430142167973,"Chi_ind"
"30",3.08997062428195,5.48073275026877,3.09263784273707,3.48489467401438,3.21740667447781,3.53866498455969,"Chi_ind"
"31",3.08997062428195,5.48073275026877,2.55256905308365,3.49705774461491,2.82685616103056,3.53512694865822,"Chi_ind"
"32",3.08997062428195,5.48073275026877,2.40850572042902,3.18999377578188,2.37512626681514,3.51926545400352,"Chi_ind"
"33",3.08997062428195,5.48073275026877,2.69444915398188,2.35925614065643,2.7258075563399,2.63374700135208,"Chi_ind"
"34",3.08997062428195,5.48073275026877,2.07181865566837,3.65347483942614,2.4022794891111,3.51492531424259,"Chi_ind"
"35",3.08997062428195,5.48073275026877,2.31378821998611,2.66448613522252,2.5910242902602,2.60077824907682,"Chi_ind"
"36",3.08997062428195,5.48073275026877,2.6023374789617,2.6078083127909,2.8205846335631,2.55815100703788,"Chi_ind"
"37",3.08997062428195,5.48073275026877,1.66108266836442,3.49457247037011,1.99333615675758,3.45203254897029,"Chi_ind"
"38",3.08997062428195,5.48073275026877,2.78575390499871,2.23245658862396,3.13311874275704,2.2252164613627,"Chi_ind"
"39",3.08997062428195,5.48073275026877,2.22795935594104,3.84794610935092,2.22107286359265,4.34141183585533,"Chi_ind"
"40",3.08997062428195,5.48073275026877,3.13300924597753,2.90417176864904,3.43981657531925,3.07220237304439,"Chi_ind"
