"","X1","X2","X3","X4","X5","X6","dist","tran"
"1",5.2772971298509,5.01447120120074,4.12720085232069,2.3213029279171,4.2882951869955,2.46459494077723,"Chi_ind","null"
"2",5.2772971298509,5.01447120120074,3.72357893340706,2.30446541965509,3.87576262546963,2.43878097496847,"Chi_ind","null"
"3",5.2772971298509,5.01447120120074,3.4321391177885,1.81886071342384,3.71443942362953,1.70660543316981,"Chi_ind","null"
"4",5.2772971298509,5.01447120120074,4.03286000928188,1.60479754628824,4.33880681947198,1.62672045742061,"Chi_ind","null"
"5",5.2772971298509,5.01447120120074,5.14627475349573,1.31164322086577,5.5738856333126,1.28864698760935,"Chi_ind","null"
"6",5.2772971298509,5.01447120120074,5.15991050461849,1.03575386988659,5.53082040766736,0.953427282990665,"Chi_ind","null"
"7",5.2772971298509,5.01447120120074,4.09181157315366,2.31280652174916,4.24048674445902,2.44535075547083,"Chi_ind","null"
"8",5.2772971298509,5.01447120120074,5.89288232889158,0.714946208583916,6.10174956683497,0.82988903934093,"Chi_ind","null"
"9",5.2772971298509,5.01447120120074,4.97039869648152,1.56015408505015,5.12263715107262,1.68645170818136,"Chi_ind","null"
"10",5.2772971298509,5.01447120120074,3.73269358641864,3.66235198536068,3.94837225704078,3.84684594720868,"Chi_ind","null"
"11",5.2772971298509,5.01447120120074,4.69736242381254,1.62626220644993,4.7945294195401,1.75830816497878,"Chi_ind","null"
"12",5.2772971298509,5.01447120120074,4.23924727033929,2.36034241385641,4.66861703199527,2.29573163085358,"Chi_ind","null"
"13",5.2772971298509,5.01447120120074,4.29721313859356,1.39447493289003,4.37877272469443,1.48591979224395,"Chi_ind","null"
"14",5.2772971298509,5.01447120120074,4.63219290939742,1.56302429518139,4.53227876018613,1.82072362381009,"Chi_ind","null"
"15",5.2772971298509,5.01447120120074,4.43478980656379,2.00787887775469,4.68166386282331,2.07547603038779,"Chi_ind","null"
"16",5.2772971298509,5.01447120120074,4.66943909015603,1.42093657389857,4.76891156548658,1.56759910831918,"Chi_ind","null"
"17",5.2772971298509,5.01447120120074,4.84716391272243,1.44444706177135,4.98421859333284,1.59510602095151,"Chi_ind","null"
"18",5.2772971298509,5.01447120120074,4.81749052633655,1.41212405988345,5.13309196914805,1.41480456818783,"Chi_ind","null"
