"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","sub_GCTA_total","sub_GCTA_inter","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.9169444379796,18.9785317362751,36.8553571396841,25.9383597801833,0,25.7415061676689,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,29.9098928223828,21.1532961814314,38.6664894633341,25.9383597801833,0,27.7046389188223,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.7197601853051,19.8690599897122,37.5704603808979,25.9383597801833,0,26.3152930563459,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.3100974061277,19.5707510735352,37.0494437387201,25.9383597801833,0,26.2721822925351,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.187081550939,19.2860721756983,37.0880909261797,25.9383597801833,0,25.5145514549821,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.5805131479042,18.7171872662774,36.4438390295311,25.9383597801833,0,25.0460853704583,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2371389919649,19.3076094069912,37.1666685769387,25.9383597801833,0,25.5998459312299,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4016929805264,19.4070167548127,37.39636920624,25.9383597801833,0,26.8181618963647,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.1893113237752,19.2994385947139,37.0791840528364,25.9383597801833,0,25.5441370408508,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.5370092978746,19.7114424888034,37.3625761069459,25.9383597801833,0,25.9892416797461,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4825690922996,19.5531304271427,37.4120077574565,25.9383597801833,0,26.0870378942497,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.6553742652335,18.7859391905645,36.5248093399026,25.9383597801833,0,25.2626395175043,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.5379271593313,19.6607024100493,37.4151519086132,25.9383597801833,0,25.9808097691855,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.9833276656667,20.0866009947961,37.8800543365373,25.9383597801833,0,26.8348447976931,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,29.2797783873947,20.4073325457179,38.1522242290715,25.9383597801833,0,26.7531285748037,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.3010602041383,19.36963594707,37.2324844612065,25.9383597801833,0,25.6631423819253,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.7034113314032,18.8493021030645,36.557520559742,25.9383597801833,0,25.1720136953045,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.9636514021155,20.0621763194707,37.8651264847604,25.9383597801833,0,26.4095379610885,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.283359145227,19.3558395167154,37.2108787737387,25.9383597801833,0,25.7301659536356,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2537143741543,19.3264499787944,37.1809787695141,25.9383597801833,0,25.7029771374632,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.035725040459,19.1776421760762,36.8938079048419,25.9383597801833,0,25.5712789520394,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.8225275856425,18.9241151824442,36.7209399888408,25.9383597801833,0,25.2030902148695,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.3659820174744,19.4392441524229,37.2927198825259,25.9383597801833,0,25.7036097952433,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.5340416052962,19.6512429378038,37.4168402727885,25.9383597801833,0,25.9913453138573,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2322164095088,19.2978616752847,37.166571143733,25.9383597801833,0,25.6362932703122,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.3843512910461,19.4375592423268,37.3311433397654,25.9383597801833,0,26.0116881184123,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2696325852627,19.3487605982445,37.1905045722809,25.9383597801833,0,25.6307289844005,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.8152366909496,19.014458097863,36.6160152840362,25.9383597801833,0,25.1740576951869,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.8849661795006,19.0436485688419,36.7262837901594,25.9383597801833,0,25.2286758980622,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4134421684446,19.5348639892074,37.2920203476817,25.9383597801833,0,25.9369938990935,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2190884907852,19.349525398301,37.0886515832694,25.9383597801833,0,25.7719457579471,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,29.7196707790076,20.8021136386034,38.6372279194117,25.9383597801833,0,27.1917640898747,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.8636356657412,19.0417173767151,36.6855539547672,25.9383597801833,0,25.2767669913986,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.0574417579878,19.1538967565157,36.9609867594599,25.9383597801833,0,25.506085574401,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4486531034229,19.5119243631123,37.3853818437335,25.9383597801833,0,25.8480540303624,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,30.9159202177597,21.9762262321227,39.8556142033967,25.9383597801833,0,27.3236636619874,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4816789481832,19.5711643674662,37.3921935289002,25.9383597801833,0,25.9954871325426,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.5206246964355,19.5859873499554,37.4552620429156,25.9383597801833,0,25.8625674833473,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,29.0377904839476,20.1032775031836,37.9723034647117,25.9383597801833,0,26.4077792214462,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2105765253914,19.2789085859297,37.1422444648531,25.9383597801833,0,25.8196751754576,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4512276588596,19.5155014296188,37.3869538881004,25.9383597801833,0,25.7219407296031,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2033933562203,19.2766801199221,37.1301065925184,25.9383597801833,0,26.1705099320208,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.8039972531184,18.9082825663609,36.6997119398758,25.9383597801833,0,25.2462150071283,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,29.1559172372666,20.1646254793063,38.1472089952269,25.9383597801833,0,26.3001500513218,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.1398474623739,19.2239452930579,37.05574963169,25.9383597801833,0,25.6119555899231,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.339012616466,19.4075453829996,37.2704798499323,25.9383597801833,0,25.756828864281,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4326966174441,19.4977645443291,37.3676286905591,25.9383597801833,0,26.2135955725231,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.3661077907881,19.574807255993,37.1574083255832,25.9383597801833,0,26.2420436152039,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.1582400826285,19.2578329244085,37.0586472408486,25.9383597801833,0,25.450139096596,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.9438057545673,20.0065839518854,37.8810275572492,25.9383597801833,0,26.3215858793045,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,29.1826102549341,20.2309774392691,38.1342430705991,25.9383597801833,0,26.4447041929179,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.6095183633442,19.6662279016286,37.5528088250598,25.9383597801833,0,25.9632556858796,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.8343721828169,19.9018229274407,37.7669214381931,25.9383597801833,0,26.7260495252481,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.1954731092793,19.2651144220255,37.1258317965331,25.9383597801833,0,25.5485460298836,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.7254020832636,19.7971876287175,37.6536165378097,25.9383597801833,0,26.1495701524557,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,24.8536643842426,16.189780864345,33.5175479041402,25.9383597801833,0,22.5752896062395,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.1504001073833,19.2642422836565,37.0365579311101,25.9383597801833,0,25.6897071316739,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.1529712719871,19.2870073491844,37.0189351947898,25.9383597801833,0,25.5889434607862,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.5039078214577,19.6353777243775,37.3724379185378,25.9383597801833,0,25.9403712736326,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.5060831044251,19.5656340823615,37.4465321264887,25.9383597801833,0,25.805172066669,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2481970081782,19.3427386501058,37.1536553662506,25.9383597801833,0,25.6545009670126,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.1724689027137,18.7497055580379,35.5952322473896,25.9383597801833,0,24.9623972292078,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.3399909884915,19.40531346201,37.2746685149731,25.9383597801833,0,25.8208557913157,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,25.7401497720035,16.8994908409043,34.5808087031027,25.9383597801833,0,23.9611823380544,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2745663885053,19.342814127375,37.2063186496356,25.9383597801833,0,25.6255999067993,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.5152431164298,19.5862297639199,37.4442564689396,25.9383597801833,0,25.8515458637907,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.0078535645661,19.1249416120376,36.8907655170946,25.9383597801833,0,25.4359481019323,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.1480651898743,19.2387409687734,37.0573894109752,25.9383597801833,0,25.5139402992715,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.4644988005316,19.5324442742809,37.3965533267823,25.9383597801833,0,25.8240814897258,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.6498880222348,19.7731830645272,37.5265929799423,25.9383597801833,0,26.1168563250038,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.0240997857016,19.109733106859,36.9384664645441,25.9383597801833,0,25.5505637771064,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.0649175237119,19.1467821254796,36.9830529219443,25.9383597801833,0,25.6014923067778,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.442507495784,19.5439960783263,37.3410189132417,25.9383597801833,0,25.7716471993221,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.661234941559,19.7253773172186,37.5970925658993,25.9383597801833,0,26.0862005577873,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.3078184268374,18.3123394897368,36.303297363938,25.9383597801833,0,25.406625761766,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,30.3096721495909,21.3946317674118,39.2247125317701,25.9383597801833,0,28.0273731697708,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2187251098933,19.2894455567638,37.1480046630228,25.9383597801833,0,25.6452480412063,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,27.9625321618053,19.0601223148496,36.864942008761,25.9383597801833,0,25.656702920559,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.2282437671533,19.301094991011,37.1553925432957,25.9383597801833,0,25.7322829573332,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.8167249186769,19.8619059255984,37.7715439117553,25.9383597801833,0,27.4458312175701,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
8,2,0.621633104446795,11.2432662088936,28.2651455519876,19.3976922098824,37.1325988940929,28.6566128721323,19.8461129966105,37.4671127476541,25.9383597801833,0,26.3391894255344,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,65
