"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_total","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_total","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_total","GCTA_inter","prop_total","prop_inter","sub_GCTA_total","sub_GCTA_inter","sub_prop_total","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","sigma_main_approx","i"
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,10.9843871726131,7.86199050743048,14.1067838377957,9.97999488591895,0,18.9429651507234,0,10.6428855945395,0,36.1286939896298,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,10.0965577608616,6.72218773557472,13.4709277861486,9.97999488591895,0,18.9429651507234,0,9.91435397998639,0,0,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,9.91990786972685,6.5771308949491,13.2626848445046,9.97999488591895,0,18.9429651507234,0,10.0376501671359,0,38.8026992602127,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,11.2995111193755,7.84676849285392,14.752253745897,9.97999488591895,0,18.9429651507234,0,11.64665100807,0,39.5704590188482,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,12.0585656756032,8.52905365071975,15.5880777004867,9.97999488591895,0,18.9429651507234,0,11.959572679343,0,0,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,10.4745269345991,6.99004319809594,13.9590106711022,9.97999488591895,0,18.9429651507234,0,10.2883212065536,0,0,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,10.039899773721,6.93922406476233,13.1405754826797,9.97999488591895,0,18.9429651507234,0,9.84359887349226,0,35.9480791456773,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,7.11144734907452,3.86624580171696,10.3566488964321,9.97999488591895,0,18.9429651507234,0,8.07451850387622,0,0,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,9.64422980698239,6.89065551881127,12.3978040951535,9.97999488591895,0,18.9429651507234,0,8.60459738478203,0,32.0629435277493,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
8.05031291985041,1.85657410709194,-0.0185794192412161,9.86972818845991,9.89635896358292,7.65026652892015,12.1424513982457,10.1411987859377,7.09652294335418,13.1858746285213,9.97999488591895,0,18.9429651507234,0,8.38676048596551,0,35.008685889528,0,"chi","I",33,561,0.5,0,0.1,0,FALSE,0,TRUE,0.5,"leave-d",200,0.5,1e+05,TRUE,0.0024794110518174,61
