"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_EigenPrism_total","h_EigenPrism_CI1","h_EigenPrism_CI2","sub_h_EigenPrism_total","sub_h_EigenPrism_CI1","sub_h_EigenPrism_CI2","h_GCTA_total","h_GCTA_inter","sub_h_GCTA_total","sub_h_GCTA_inter","x_dist","structure","p","n","data_name","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","interact","combine","pro","bs","n_sub","rho_e","emp_n","inter_std","i"
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.595800104913096,0.11950775006284,1.07209245976335,0.428888371480607,0,0.433051899851734,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.616801006674836,0.139273201432337,1.09432881191733,0.428888371480607,0,0.431387227399427,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.602363059887273,0.125842765573266,1.07888335420128,0.428888371480607,0,0.436476928793467,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.607987590585748,0.130779105668966,1.08519607550253,0.428888371480607,0,0.423221908536403,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.59595557932794,0.119720039309464,1.07219111934642,0.428888371480607,0,0.423642151838286,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.596473315870143,0.120185036209124,1.07276159553116,0.428888371480607,0,0.433624509563879,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.569559549086206,0.0928528330658844,1.04626626510653,0.428888371480607,0,0.420394823409908,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.604367303020155,0.124991980590363,1.08374262544995,0.428888371480607,0,0.417536622405617,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.602033053979397,0.125393484328517,1.07867262363028,0.428888371480607,0,0.426663566683969,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.636415430671569,0.159655334950124,1.11317552639301,0.428888371480607,0,0.439244670616497,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.608778793390547,0.132379066051884,1.08517852072921,0.428888371480607,0,0.440277793586232,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.624800598740474,0.1462149846987,1.10338621278225,0.428888371480607,0,0.447943402871563,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.595434125601546,0.118880178814881,1.07198807238821,0.428888371480607,0,0.427799718010158,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.582404319388267,0.106020084467721,1.05878855430881,0.428888371480607,0,0.409057204755184,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.625907328969355,0.148467756450403,1.10334690148831,0.428888371480607,0,0.438817132359666,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
8,2,0.621633104446795,11.2432662088936,0.60260612427848,0.126798187539884,1.07841406101708,0.594752991451394,0.118215655120384,1.0712903277824,0.428888371480607,0,0.433315308381436,0,"1999","un",21,150,"1999",0.5,0,0.1,0,FALSE,0,TRUE,101,"leave-1",150,0.5,4873,FALSE,15
