"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI1","EigenPrism_CI2","sub_EigenPrism_main","sub_EigenPrism_CI1","sub_EigenPrism_CI2","GCTA_main","GCTA_inter","prop_main","prop_inter","sub_GCTA_main","sub_GCTA_inter","sub_prop_main","sub_prop_inter","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","reduce_coef","decor","interact","combine","pro","n_sub","inter_std","sigma_main_approx","i"
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,48.3528832645259,16.5913129755031,80.1144535535487,72.6342437066165,0,42.1822061541013,0,85.4403624038785,0,45.0185208907907,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,55.0714787623475,19.529845880162,90.6131116445331,72.6342437066165,0,42.1822061541013,0,74.4932680518671,0,51.5066220264901,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,45.0279698172734,15.9465593033671,74.1093803311797,72.6342437066165,0,42.1822061541013,0,80.8497856248762,0,42.1424924430249,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,48.0305986187746,16.211712364312,79.8494848732372,72.6342437066165,0,42.1822061541013,0,102.68742307541,0,44.2230985097392,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,52.9360326934172,19.5612859301118,86.3107794567226,72.6342437066165,0,42.1822061541013,0,86.4131971369899,0,49.967515035396,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,45.006172733095,15.6120653878901,74.4002800783,72.6342437066165,0,42.1822061541013,0,59.5098822548683,0,41.8779360141516,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,45.1776256732189,15.8486184088362,74.5066329376017,72.6342437066165,0,42.1822061541013,0,65.1098639503881,0,42.1900860237494,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,47.7270860463739,14.7491719663264,80.7050001264213,72.6342437066165,0,42.1822061541013,0,73.0997228637593,0,43.4303539650126,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,40.4802846136618,13.4121086448328,67.5484605824908,72.6342437066165,0,42.1822061541013,0,105.78272856515,0,37.2984037163683,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,48.1227607543165,15.5940573522019,80.651464156431,72.6342437066165,0,42.1822061541013,0,102.88148719614,0,44.1330761155442,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,43.7487675068158,14.7469997759256,72.7505352377061,72.6342437066165,0,42.1822061541013,0,59.7549627564405,0,40.4429327338748,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,43.4847119401808,13.7807197730587,73.1887041073028,72.6342437066165,0,42.1822061541013,0,65.827531133184,0,39.4127347277007,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,30.8659739805001,9.11349633846698,52.6184516225332,72.6342437066165,0,42.1822061541013,0,47.886798709687,0,27.8630436844784,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,47.6551799893574,15.8799681062192,79.4303918724955,72.6342437066165,0,42.1822061541013,0,64.3107453052182,0,44.00928555674,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,51.0518701073178,17.3262774988584,84.7774627157773,72.6342437066165,0,42.1822061541013,0,76.2779515683638,0,47.191185711214,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,37.7443062687872,10.283824175322,65.2047883622523,72.6342437066165,0,42.1822061541013,0,81.5291000988074,0,33.400328047785,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,60.3537160165521,21.6083255916538,99.0991064414504,72.6342437066165,0,42.1822061541013,0,91.6152366132528,0,56.5699085168913,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,50.4248612876084,18.1977212597144,82.6520013155023,72.6342437066165,0,42.1822061541013,0,78.7250997819123,0,47.4083943010258,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
39.9391014221924,0,0,39.9391014221924,43.9726073253268,13.3082576311308,74.6369570195228,31.9343315386243,8.37536087002966,55.493302207219,72.6342437066165,0,42.1822061541013,0,48.3186680497435,0,28.1664029561096,0,"chi","un",33,264,0.5,0,0,0,0.9,TRUE,0,FALSE,0.5,200,TRUE,0.00225743825825325,83
