"","X1","X2","X3","X4","X5","X6","tran","subset"
"1",2.89235105085393,16.1545501699982,6.32432281912363,11.8864979106807,11.056175087035,19.3669833124037,"sqrt","full"
"2",2.89235105085393,16.1545501699982,6.13257954386671,10.9110427197139,10.143616966659,17.5779423453156,"sqrt","full"
"3",2.89235105085393,16.1545501699982,7.16896925745972,11.6889908579883,11.060776510297,18.9507622643238,"sqrt","full"
"4",2.89235105085393,16.1545501699982,4.65442350679346,11.5403895520471,11.4763559725656,15.6057174822529,"sqrt","full"
"5",2.89235105085393,16.1545501699982,5.65435978870447,11.3328588873948,12.1897586726849,18.1319360856054,"sqrt","full"
"6",2.89235105085393,16.1545501699982,6.86949847587134,9.87746727497769,10.9448372148105,17.8960830952732,"sqrt","full"
"7",2.89235105085393,16.1545501699982,5.37536411411324,11.3994337044317,11.0643112149226,15.8610417483099,"sqrt","full"
"8",2.89235105085393,16.1545501699982,7.39681158847192,11.6473539581527,12.7998507754913,18.9658337195633,"sqrt","full"
"9",2.89235105085393,16.1545501699982,5.50609013315973,11.3055942058431,11.4327839328868,16.1128402167625,"sqrt","full"
"10",2.89235105085393,16.1545501699982,5.99644543013747,11.3233320649825,12.1740339407932,17.0226470261409,"sqrt","full"
"11",2.89235105085393,16.1545501699982,6.20450200968855,12.5756955515217,12.1401636722642,19.4980351359641,"sqrt","full"
"12",2.89235105085393,16.1545501699982,6.41039572785734,12.1204545159396,12.4400045682713,18.3903055994623,"sqrt","full"
"13",2.89235105085393,16.1545501699982,5.53088300040532,10.4960878725114,10.1203750229811,15.4777273942805,"sqrt","full"
"14",2.89235105085393,16.1545501699982,6.54529814989011,10.5047966273493,10.8592770702529,17.0969932471047,"sqrt","full"
"15",2.89235105085393,16.1545501699982,6.96551006145839,10.8996302256041,11.6149078923596,17.31456126724,"sqrt","full"
"16",2.89235105085393,16.1545501699982,6.03943425320266,11.4917726959717,11.6677884860735,17.3113682226185,"sqrt","full"
"17",2.89235105085393,16.1545501699982,6.57194797221277,12.4819384261911,12.5702452351764,17.9515344632552,"sqrt","full"
"18",2.89235105085393,16.1545501699982,5.04934106451313,11.9128695994809,11.8644299900677,17.7661520119572,"sqrt","full"
